;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
2113;"[array([['М', 'Д', 'Х'],
       ['К', 'Х', 'Ф'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['М', 'Д', 'К', 'Ф'];[0, 1, 3, 5];grid_10086.png;[2, 6, 7, 8];{'М': 0, 'Д': 1, 'К': 2, 'Ф': 3};{'М': [1, 2, 3], 'Д': [0, 2, 3], 'К': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 1, 7];[0, 3, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ф': [2]};3;1.0;2
1534;"[array([['Х', 'Ш', 'Л'],
       ['Х', 'Х', 'Г'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Ш', 'Л', 'Г', 'П'];[1, 2, 5, 6];grid_9210.png;[0, 3, 7, 8];{'Ш': 0, 'Л': 1, 'Г': 2, 'П': 3};{'Ш': [1, 2, 3], 'Л': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[5, 8, 7, 0];[1, 2, 3, 6];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};3;0.0;1
572;"[array([['М', 'Х', 'Х'],
       ['Т', 'Х', 'Х'],
       ['К', 'Х', 'Ф']], dtype='<U1')]";['М', 'Т', 'К', 'Ф'];[0, 3, 6, 8];grid_2340.png;[1, 2, 5, 7];{'М': 0, 'Т': 1, 'К': 2, 'Ф': 3};{'М': [1, 2, 3], 'Т': [0, 2, 3], 'К': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 1, 0, 6];[3, 5, 7, 8];{'К': 0, 'М': 1, 'Т': 2, 'Ф': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ф': [2]};3;1.0;2
1508;"[array([['П', 'Г', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ш', 'Л', 'Х']], dtype='<U1')]";['П', 'Г', 'Ш', 'Л'];[0, 1, 6, 7];grid_9183.png;[2, 3, 5, 8];{'П': 0, 'Г': 1, 'Ш': 2, 'Л': 3};{'П': [1, 2, 3], 'Г': [0, 2, 3], 'Ш': [0, 1, 3], 'Л': [0, 1, 2]};[2, 5, 0, 3];[1, 6, 7, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};2;0.0;'Г - - -
3473;"[array([['Д', 'Ф', 'Х'],
       ['Ж', 'Х', 'М'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ф', 'Ж', 'М'];[0, 1, 3, 5];grid_12816.png;[2, 6, 7, 8];{'Д': 0, 'Ф': 1, 'Ж': 2, 'М': 3};{'Д': [1, 2, 3], 'Ф': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 1, 7];[0, 3, 6, 8];{'Д': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};3;0.0;0
1542;"[array([['Х', 'Г', 'Х'],
       ['П', 'Х', 'Х'],
       ['Л', 'Ш', 'Х']], dtype='<U1')]";['Г', 'П', 'Л', 'Ш'];[1, 3, 6, 7];grid_9219.png;[0, 2, 5, 8];{'Г': 0, 'П': 1, 'Л': 2, 'Ш': 3};{'Г': [1, 2, 3], 'П': [0, 2, 3], 'Л': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 0, 3];[2, 6, 7, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};1;1.0;3
418;"[array([['К', 'Т', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['К', 'Т', 'Ж', 'М'];[0, 1, 5, 7];grid_2181.png;[2, 3, 6, 8];{'К': 0, 'Т': 1, 'Ж': 2, 'М': 3};{'К': [1, 2, 3], 'Т': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 7, 3];[0, 1, 6, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};2;0.0;'- М - -
4544;"[array([['Х', 'Х', 'Ш'],
       ['Ф', 'Х', 'Х'],
       ['Д', 'Г', 'Х']], dtype='<U1')]";['Ш', 'Ф', 'Д', 'Г'];[2, 3, 6, 7];grid_14269.png;[0, 1, 5, 8];{'Ш': 0, 'Ф': 1, 'Д': 2, 'Г': 3};{'Ш': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[8, 1, 0, 3];[2, 5, 6, 7];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};1;1.0;7
463;"[array([['Х', 'Х', 'М'],
       ['Ж', 'Х', 'К'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['М', 'Ж', 'К', 'Т'];[2, 3, 5, 8];grid_2228.png;[0, 1, 6, 7];{'М': 0, 'Ж': 1, 'К': 2, 'Т': 3};{'М': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[8, 1, 7, 6];[0, 2, 3, 5];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};3;0.0;5
1727;"[array([['П', 'Х', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Л', 'Ф', 'Х']], dtype='<U1')]";['П', 'Ш', 'Л', 'Ф'];[0, 3, 6, 7];grid_9479.png;[1, 2, 5, 8];{'П': 0, 'Ш': 1, 'Л': 2, 'Ф': 3};{'П': [1, 2, 3], 'Ш': [0, 2, 3], 'Л': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 1, 0, 3];[5, 6, 7, 8];{'Л': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};2;0.0;'Л - - -
411;"[array([['Т', 'К', 'М'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ж', 'Х']], dtype='<U1')]";['Т', 'К', 'М', 'Ж'];[0, 1, 2, 7];grid_2174.png;[3, 5, 6, 8];{'Т': 0, 'К': 1, 'М': 2, 'Ж': 3};{'Т': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 5, 8, 3];[0, 1, 6, 7];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};0;;
1631;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Л', 'П', 'Г']], dtype='<U1')]";['Ф', 'Л', 'П', 'Г'];[5, 6, 7, 8];grid_9310.png;[0, 1, 2, 3];{'Ф': 0, 'Л': 1, 'П': 2, 'Г': 3};{'Ф': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[7, 0, 3, 6];[1, 2, 5, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};2;0.0;'- - Л -
2026;"[array([['Х', 'Х', 'М'],
       ['К', 'Х', 'Д'],
       ['Х', 'Ж', 'Х']], dtype='<U1')]";['М', 'К', 'Д', 'Ж'];[2, 3, 5, 7];grid_9997.png;[0, 1, 6, 8];{'М': 0, 'К': 1, 'Д': 2, 'Ж': 3};{'М': [1, 2, 3], 'К': [0, 2, 3], 'Д': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 1, 7, 3];[0, 2, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};4;0.0;'К - - -
145;"[array([['Т', 'Л', 'Х'],
       ['Х', 'Х', 'П'],
       ['Ф', 'Х', 'Х']], dtype='<U1')]";['Т', 'Л', 'П', 'Ф'];[0, 1, 5, 6];grid_1480.png;[2, 3, 7, 8];{'Т': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Т': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};1;0.0;7
2038;"[array([['Х', 'Х', 'Х'],
       ['М', 'Х', 'Х'],
       ['Ж', 'Д', 'К']], dtype='<U1')]";['М', 'Ж', 'Д', 'К'];[3, 6, 7, 8];grid_10009.png;[0, 1, 2, 5];{'М': 0, 'Ж': 1, 'Д': 2, 'К': 3};{'М': [1, 2, 3], 'Ж': [0, 2, 3], 'Д': [0, 1, 3], 'К': [0, 1, 2]};[1, 0, 3, 6];[2, 5, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};0;;
1866;"[array([['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Г', 'Л', 'Х']], dtype='<U1')]";['Ш', 'Ф', 'Г', 'Л'];[0, 5, 6, 7];grid_9692.png;[1, 2, 3, 8];{'Ш': 0, 'Ф': 1, 'Г': 2, 'Л': 3};{'Ш': [1, 2, 3], 'Ф': [0, 2, 3], 'Г': [0, 1, 3], 'Л': [0, 1, 2]};[2, 7, 0, 3];[1, 5, 6, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'Ф': [3], 'Ш': [2]};1;1.0;5
2569;"[array([['Х', 'Х', 'К'],
       ['Д', 'Х', 'Ж'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['К', 'Д', 'Ж', 'П'];[2, 3, 5, 6];grid_10976.png;[0, 1, 7, 8];{'К': 0, 'Д': 1, 'Ж': 2, 'П': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'П': [0, 1, 2]};[8, 1, 7, 0];[2, 3, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'П': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'П': [1, 2]};3;0.0;3
1862;"[array([['Г', 'Х', 'Х'],
       ['Ш', 'Х', 'Л'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Г', 'Ш', 'Л', 'Ф'];[0, 3, 5, 8];grid_9688.png;[1, 2, 6, 7];{'Г': 0, 'Ш': 1, 'Л': 2, 'Ф': 3};{'Г': [1, 2, 3], 'Ш': [0, 2, 3], 'Л': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'Ф': [3], 'Ш': [2]};2;0.0;'- - - Л
992;"[array([['Х', 'Т', 'М'],
       ['Х', 'Х', 'П'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['Т', 'М', 'П', 'Ж'];[1, 2, 5, 8];grid_3892.png;[0, 3, 6, 7];{'Т': 0, 'М': 1, 'П': 2, 'Ж': 3};{'Т': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 8, 7, 6];[0, 1, 2, 3];{'Ж': 0, 'М': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};3;1.0;6
2793;"[array([['К', 'Д', 'Х'],
       ['Ф', 'Х', 'Ш'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['К', 'Д', 'Ф', 'Ш'];[0, 1, 3, 5];grid_11486.png;[2, 6, 7, 8];{'К': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 1, 7];[0, 3, 6, 8];{'Д': 0, 'К': 1, 'Ф': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'Ф': [3], 'Ш': [2]};1;0.0;8
1480;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Г', 'Ж', 'Л']], dtype='<U1')]";['П', 'Г', 'Ж', 'Л'];[1, 6, 7, 8];grid_9155.png;[0, 2, 3, 5];{'П': 0, 'Г': 1, 'Ж': 2, 'Л': 3};{'П': [1, 2, 3], 'Г': [0, 2, 3], 'Ж': [0, 1, 3], 'Л': [0, 1, 2]};[5, 0, 3, 6];[1, 2, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};1;0.0;5
1226;"[array([['Т', 'Ш', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Т', 'Ш', 'Ф', 'М'];[0, 1, 2, 6];grid_4413.png;[3, 5, 7, 8];{'Т': 0, 'Ш': 1, 'Ф': 2, 'М': 3};{'Т': [1, 2, 3], 'Ш': [0, 2, 3], 'Ф': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'М': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'М': [1, 2, 3], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};2;1.0;'- - - М
2573;"[array([['Х', 'Х', 'Д'],
       ['Ж', 'Х', 'Х'],
       ['П', 'Х', 'К']], dtype='<U1')]";['Д', 'Ж', 'П', 'К'];[2, 3, 6, 8];grid_10980.png;[0, 1, 5, 7];{'Д': 0, 'Ж': 1, 'П': 2, 'К': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'П': [0, 1, 3], 'К': [0, 1, 2]};[8, 1, 0, 6];[2, 3, 5, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'П': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'П': [1, 2]};0;;
273;"[array([['Т', 'Л', 'Ш'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Т', 'Л', 'Ш', 'Ф'];[0, 1, 2, 5];grid_1892.png;[3, 6, 7, 8];{'Т': 0, 'Л': 1, 'Ш': 2, 'Ф': 3};{'Т': [1, 2, 3], 'Л': [0, 2, 3], 'Ш': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 8, 7];[0, 1, 3, 6];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};1;1.0;5
4094;"[array([['Ж', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Д', 'Г']], dtype='<U1')]";['Ж', 'П', 'Д', 'Г'];[0, 1, 7, 8];grid_13665.png;[2, 3, 5, 6];{'Ж': 0, 'П': 1, 'Д': 2, 'Г': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 3, 6];[0, 1, 7, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'П': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'П': [1, 2]};4;0.0;'- Г - -
1280;"[array([['Х', 'Х', 'Ф'],
       ['М', 'Х', 'Х'],
       ['Т', 'Ш', 'Х']], dtype='<U1')]";['Ф', 'М', 'Т', 'Ш'];[2, 3, 6, 7];grid_4469.png;[0, 1, 5, 8];{'Ф': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'Ф': [1, 2, 3], 'М': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]};[8, 1, 0, 3];[2, 5, 6, 7];{'М': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'М': [1, 2, 3], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};0;;
1489;"[array([['Х', 'Х', 'Л'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'Г', 'П']], dtype='<U1')]";['Л', 'Ж', 'Г', 'П'];[2, 5, 7, 8];grid_9164.png;[0, 1, 3, 6];{'Л': 0, 'Ж': 1, 'Г': 2, 'П': 3};{'Л': [1, 2, 3], 'Ж': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[8, 7, 3, 6];[0, 1, 2, 5];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};1;1.0;5
480;"[array([['Т', 'Ш', 'К'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['Т', 'Ш', 'К', 'М'];[0, 1, 2, 8];grid_2245.png;[3, 5, 6, 7];{'Т': 0, 'Ш': 1, 'К': 2, 'М': 3};{'Т': [1, 2, 3], 'Ш': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
1493;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'Ж'],
       ['Х', 'Г', 'Л']], dtype='<U1')]";['П', 'Ж', 'Г', 'Л'];[3, 5, 7, 8];grid_9168.png;[0, 1, 2, 6];{'П': 0, 'Ж': 1, 'Г': 2, 'Л': 3};{'П': [1, 2, 3], 'Ж': [0, 2, 3], 'Г': [0, 1, 3], 'Л': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};4;0.0;'Л - - -
2799;"[array([['Д', 'Ф', 'Х'],
       ['Х', 'Х', 'К'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['Д', 'Ф', 'К', 'Ш'];[0, 1, 5, 8];grid_11492.png;[2, 3, 6, 7];{'Д': 0, 'Ф': 1, 'К': 2, 'Ш': 3};{'Д': [1, 2, 3], 'Ф': [0, 2, 3], 'К': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 7, 6];[0, 1, 3, 8];{'Д': 0, 'К': 1, 'Ф': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'Ф': [3], 'Ш': [2]};0;;
58;"[array([['Х', 'Х', 'Л'],
       ['П', 'Х', 'Х'],
       ['Х', 'Ж', 'Т']], dtype='<U1')]";['Л', 'П', 'Ж', 'Т'];[2, 3, 7, 8];grid_1391.png;[0, 1, 5, 6];{'Л': 0, 'П': 1, 'Ж': 2, 'Т': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Т': [1, 2]};1;0.0;1
4071;"[array([['Х', 'Х', 'М'],
       ['Х', 'Х', 'Ф'],
       ['Г', 'Ш', 'Х']], dtype='<U1')]";['М', 'Ф', 'Г', 'Ш'];[2, 5, 6, 7];grid_13572.png;[0, 1, 3, 8];{'М': 0, 'Ф': 1, 'Г': 2, 'Ш': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'Г': [0, 1, 3], 'Ш': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'Г': 0, 'М': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'М': [2, 3], 'Ф': [3], 'Ш': [2]};1;1.0;7
2550;"[array([['Х', 'К', 'П'],
       ['Ж', 'Х', 'Д'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['К', 'П', 'Ж', 'Д'];[1, 2, 3, 5];grid_10956.png;[0, 6, 7, 8];{'К': 0, 'П': 1, 'Ж': 2, 'Д': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'Ж': [0, 1, 3], 'Д': [0, 1, 2]};[5, 8, 1, 7];[0, 2, 3, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'П': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'П': [1, 2]};2;0.0;'- - - Ж
330;"[array([['Х', 'Х', 'Т'],
       ['Л', 'Х', 'Х'],
       ['Х', 'Ф', 'Ш']], dtype='<U1')]";['Т', 'Л', 'Ф', 'Ш'];[2, 3, 7, 8];grid_1951.png;[0, 1, 5, 6];{'Т': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Т': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};1;1.0;8
