;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
2097;"[array([['Х', 'Х', 'Д'],
       ['Ш', 'Х', 'Х'],
       ['К', 'Х', 'М']], dtype='<U1')]";['Д', 'Ш', 'К', 'М'];[2, 3, 6, 8];grid_10070.png;[0, 1, 5, 7];{'Д': 0, 'Ш': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ш': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]};[8, 1, 0, 6];[2, 3, 5, 7];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};1;0.0;0
20;"[array([['Л', 'Х', 'Т'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Л', 'Т', 'Ж', 'П'];[0, 2, 5, 7];grid_1351.png;[1, 3, 6, 8];{'Л': 0, 'Т': 1, 'Ж': 2, 'П': 3};{'Л': [1, 2, 3], 'Т': [0, 2, 3], 'Ж': [0, 1, 3], 'П': [0, 1, 2]};[2, 8, 7, 3];[0, 1, 5, 6];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Т': [1, 2]};0;;
4497;"[array([['Д', 'Ш', 'Х'],
       ['Х', 'Х', 'Г'],
       ['Ф', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ш', 'Г', 'Ф'];[0, 1, 5, 6];grid_14220.png;[2, 3, 7, 8];{'Д': 0, 'Ш': 1, 'Г': 2, 'Ф': 3};{'Д': [1, 2, 3], 'Ш': [0, 2, 3], 'Г': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};1;1.0;6
363;"[array([['Т', 'Х', 'П'],
       ['Х', 'Х', 'Х'],
       ['Х', 'М', 'К']], dtype='<U1')]";['Т', 'П', 'М', 'К'];[0, 2, 7, 8];grid_2055.png;[1, 3, 5, 6];{'Т': 0, 'П': 1, 'М': 2, 'К': 3};{'Т': [1, 2, 3], 'П': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[2, 8, 3, 6];[0, 1, 5, 7];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};4;0.0;'- П - -
4519;"[array([['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'Г'],
       ['Ш', 'Х', 'Д']], dtype='<U1')]";['Ф', 'Г', 'Ш', 'Д'];[0, 5, 6, 8];grid_14243.png;[1, 2, 3, 7];{'Ф': 0, 'Г': 1, 'Ш': 2, 'Д': 3};{'Ф': [1, 2, 3], 'Г': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[2, 7, 0, 6];[1, 3, 5, 8];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};3;0.0;3
412;"[array([['М', 'Ж', 'К'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['М', 'Ж', 'К', 'Т'];[0, 1, 2, 8];grid_2175.png;[3, 5, 6, 7];{'М': 0, 'Ж': 1, 'К': 2, 'Т': 3};{'М': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};0;;
4269;"[array([['Х', 'Х', 'Ф'],
       ['П', 'Х', 'Г'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['Ф', 'П', 'Г', 'Д'];[2, 3, 5, 6];grid_13846.png;[0, 1, 7, 8];{'Ф': 0, 'П': 1, 'Г': 2, 'Д': 3};{'Ф': [1, 2, 3], 'П': [0, 2, 3], 'Г': [0, 1, 3], 'Д': [0, 1, 2]};[8, 1, 7, 0];[2, 3, 5, 6];{'Г': 0, 'Д': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ф': [2]};0;;
457;"[array([['Х', 'М', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Т', 'К', 'Х']], dtype='<U1')]";['М', 'Ж', 'Т', 'К'];[1, 5, 6, 7];grid_2222.png;[0, 2, 3, 8];{'М': 0, 'Ж': 1, 'Т': 2, 'К': 3};{'М': [1, 2, 3], 'Ж': [0, 2, 3], 'Т': [0, 1, 3], 'К': [0, 1, 2]};[5, 7, 0, 3];[1, 2, 6, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};2;0.0;'- - Ж -
4195;"[array([['Х', 'Ш', 'Х'],
       ['Д', 'Х', 'Х'],
       ['П', 'Х', 'Г']], dtype='<U1')]";['Ш', 'Д', 'П', 'Г'];[1, 3, 6, 8];grid_13770.png;[0, 2, 5, 7];{'Ш': 0, 'Д': 1, 'П': 2, 'Г': 3};{'Ш': [1, 2, 3], 'Д': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[5, 1, 0, 6];[2, 3, 7, 8];{'Г': 0, 'Д': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ш': [2]};2;1.0;'- - П -
2401;"[array([['К', 'Х', 'Ж'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['К', 'Ж', 'Ф', 'М'];[0, 2, 5, 8];grid_10732.png;[1, 3, 6, 7];{'К': 0, 'Ж': 1, 'Ф': 2, 'М': 3};{'К': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'М': [0, 1, 2]};[2, 8, 7, 6];[0, 1, 3, 5];{'Ж': 0, 'К': 1, 'М': 2, 'Ф': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Ф': [2]};4;1.0;'- - М -
102;"[array([['Х', 'Т', 'П'],
       ['Ш', 'Х', 'Л'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Т', 'П', 'Ш', 'Л'];[1, 2, 3, 5];grid_1436.png;[0, 6, 7, 8];{'Т': 0, 'П': 1, 'Ш': 2, 'Л': 3};{'Т': [1, 2, 3], 'П': [0, 2, 3], 'Ш': [0, 1, 3], 'Л': [0, 1, 2]};[5, 8, 1, 7];[0, 2, 3, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};3;1.0;8
2172;"[array([['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'К'],
       ['М', 'Х', 'Д']], dtype='<U1')]";['Ф', 'К', 'М', 'Д'];[3, 5, 6, 8];grid_10147.png;[0, 1, 2, 7];{'Ф': 0, 'К': 1, 'М': 2, 'Д': 3};{'Ф': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Д': [0, 1, 2]};[1, 7, 0, 6];[2, 3, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ф': [2]};0;;
1449;"[array([['Л', 'Х', 'П'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['Л', 'П', 'Г', 'Ж'];[0, 2, 5, 8];grid_9122.png;[1, 3, 6, 7];{'Л': 0, 'П': 1, 'Г': 2, 'Ж': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Г': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 8, 7, 6];[0, 1, 3, 5];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};4;1.0;'- Ж - -
476;"[array([['М', 'Ш', 'К'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['М', 'Ш', 'К', 'Т'];[0, 1, 2, 3];grid_2241.png;[5, 6, 7, 8];{'М': 0, 'Ш': 1, 'К': 2, 'Т': 3};{'М': [1, 2, 3], 'Ш': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 8, 1];[0, 3, 6, 7];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};3;0.0;7
4310;"[array([['П', 'Х', 'Х'],
       ['Д', 'Х', 'Ж'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['П', 'Д', 'Ж', 'Ф'];[0, 3, 5, 8];grid_13958.png;[1, 2, 6, 7];{'П': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'П': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Д': 0, 'Ж': 1, 'П': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'П': [1, 3], 'Ф': [2]};0;;
480;"[array([['Т', 'Ш', 'К'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['Т', 'Ш', 'К', 'М'];[0, 1, 2, 8];grid_2245.png;[3, 5, 6, 7];{'Т': 0, 'Ш': 1, 'К': 2, 'М': 3};{'Т': [1, 2, 3], 'Ш': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;1.0;'- Ш - -
4454;"[array([['Х', 'Ж', 'Ф'],
       ['Д', 'Х', 'Г'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ж', 'Ф', 'Д', 'Г'];[1, 2, 3, 5];grid_14176.png;[0, 6, 7, 8];{'Ж': 0, 'Ф': 1, 'Д': 2, 'Г': 3};{'Ж': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[5, 8, 1, 7];[0, 2, 3, 6];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};3;1.0;7
405;"[array([['Х', 'Х', 'Х'],
       ['К', 'Х', 'П'],
       ['Х', 'М', 'Т']], dtype='<U1')]";['К', 'П', 'М', 'Т'];[3, 5, 7, 8];grid_2098.png;[0, 1, 2, 6];{'К': 0, 'П': 1, 'М': 2, 'Т': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'М': [0, 1, 3], 'Т': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};3;0.0;5
1774;"[array([['Л', 'Ж', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Л', 'Ж', 'Ф', 'Г'];[0, 1, 3, 6];grid_9597.png;[2, 5, 7, 8];{'Л': 0, 'Ж': 1, 'Ф': 2, 'Г': 3};{'Л': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};2;1.0;'Л - - -
1057;"[array([['Х', 'П', 'М'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['П', 'М', 'Ш', 'Т'];[1, 2, 3, 8];grid_3959.png;[0, 5, 6, 7];{'П': 0, 'М': 1, 'Ш': 2, 'Т': 3};{'П': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[5, 8, 1, 6];[0, 2, 3, 7];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;1.0;'- - - Т
2780;"[array([['Х', 'Х', 'К'],
       ['Х', 'Х', 'Д'],
       ['Ф', 'Х', 'Ж']], dtype='<U1')]";['К', 'Д', 'Ф', 'Ж'];[2, 5, 6, 8];grid_11473.png;[0, 1, 3, 7];{'К': 0, 'Д': 1, 'Ф': 2, 'Ж': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'Ф': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};0;;
1539;"[array([['Х', 'Ш', 'Г'],
       ['Х', 'Х', 'Х'],
       ['Х', 'П', 'Л']], dtype='<U1')]";['Ш', 'Г', 'П', 'Л'];[1, 2, 7, 8];grid_9215.png;[0, 3, 5, 6];{'Ш': 0, 'Г': 1, 'П': 2, 'Л': 3};{'Ш': [1, 2, 3], 'Г': [0, 2, 3], 'П': [0, 1, 3], 'Л': [0, 1, 2]};[5, 8, 3, 6];[0, 1, 2, 7];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};2;0.0;'Л - - -
831;"[array([['Т', 'Х', 'Ф'],
       ['Ж', 'Х', 'К'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Т', 'Ф', 'Ж', 'К'];[0, 2, 3, 5];grid_3306.png;[1, 6, 7, 8];{'Т': 0, 'Ф': 1, 'Ж': 2, 'К': 3};{'Т': [1, 2, 3], 'Ф': [0, 2, 3], 'Ж': [0, 1, 3], 'К': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Ж': 0, 'К': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'К': [0, 2], 'Т': [1, 3], 'Ф': [2]};3;1.0;2
4152;"[array([['Д', 'П', 'Ш'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Г']], dtype='<U1')]";['Д', 'П', 'Ш', 'Г'];[0, 1, 2, 8];grid_13725.png;[3, 5, 6, 7];{'Д': 0, 'П': 1, 'Ш': 2, 'Г': 3};{'Д': [1, 2, 3], 'П': [0, 2, 3], 'Ш': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'Г': 0, 'Д': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ш': [2]};0;;
2415;"[array([['Х', 'Ф', 'К'],
       ['М', 'Х', 'Х'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['Ф', 'К', 'М', 'Ж'];[1, 2, 3, 6];grid_10747.png;[0, 5, 7, 8];{'Ф': 0, 'К': 1, 'М': 2, 'Ж': 3};{'Ф': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Ж': 0, 'К': 1, 'М': 2, 'Ф': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Ф': [2]};2;1.0;'- - М -
78;"[array([['Л', 'П', 'Х'],
       ['Х', 'Х', 'Т'],
       ['Х', 'Ш', 'Х']], dtype='<U1')]";['Л', 'П', 'Т', 'Ш'];[0, 1, 5, 7];grid_1411.png;[2, 3, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 7, 3];[0, 1, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;1.0;'- - Т -
2031;"[array([['Х', 'Х', 'Д'],
       ['Х', 'Х', 'К'],
       ['Ж', 'М', 'Х']], dtype='<U1')]";['Д', 'К', 'Ж', 'М'];[2, 5, 6, 7];grid_10002.png;[0, 1, 3, 8];{'Д': 0, 'К': 1, 'Ж': 2, 'М': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};4;0.0;'- Д - -
4659;"[array([['Х', 'П', 'Ф'],
       ['Ш', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['П', 'Ф', 'Ш', 'Г'];[1, 2, 3, 6];grid_14527.png;[0, 5, 7, 8];{'П': 0, 'Ф': 1, 'Ш': 2, 'Г': 3};{'П': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Г': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Г': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};1;1.0;1
423;"[array([['Ж', 'Х', 'К'],
       ['М', 'Х', 'Т'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ж', 'К', 'М', 'Т'];[0, 2, 3, 5];grid_2186.png;[1, 6, 7, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};3;1.0;2
4366;"[array([['Д', 'Ф', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ш', 'П']], dtype='<U1')]";['Д', 'Ф', 'Ш', 'П'];[0, 1, 7, 8];grid_14015.png;[2, 3, 5, 6];{'Д': 0, 'Ф': 1, 'Ш': 2, 'П': 3};{'Д': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'П': [0, 1, 2]};[2, 5, 3, 6];[0, 1, 7, 8];{'Д': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Д': [1], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};4;0.0;'- Д - -
427;"[array([['Т', 'Х', 'Ж'],
       ['Х', 'Х', 'К'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Т', 'Ж', 'К', 'М'];[0, 2, 5, 6];grid_2190.png;[1, 3, 7, 8];{'Т': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Т': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]};[2, 8, 7, 0];[1, 3, 5, 6];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};4;0.0;'- М - -
