;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
1037;"[array([['П', 'Х', 'Т'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['П', 'Т', 'Ш', 'М'];[0, 2, 3, 7];grid_3938.png;[1, 5, 6, 8];{'П': 0, 'Т': 1, 'Ш': 2, 'М': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ш': [0, 1, 3], 'М': [0, 1, 2]};[2, 8, 1, 3];[0, 5, 6, 7];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;0.0;'- Т - -
2762;"[array([['Х', 'Д', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'К']], dtype='<U1')]";['Д', 'Ж', 'Ф', 'К'];[1, 2, 6, 8];grid_11454.png;[0, 3, 5, 7];{'Д': 0, 'Ж': 1, 'Ф': 2, 'К': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'К': [0, 1, 2]};[5, 8, 0, 6];[1, 2, 3, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};3;0.0;2
3697;"[array([['П', 'Х', 'Х'],
       ['Г', 'Х', 'Ш'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['П', 'Г', 'Ш', 'М'];[0, 3, 5, 7];grid_13047.png;[1, 2, 6, 8];{'П': 0, 'Г': 1, 'Ш': 2, 'М': 3};{'П': [1, 2, 3], 'Г': [0, 2, 3], 'Ш': [0, 1, 3], 'М': [0, 1, 2]};[2, 1, 7, 3];[0, 5, 6, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'М': [2, 3], 'П': [1, 3], 'Ш': [2]};1;1.0;0
249;"[array([['Х', 'Л', 'Х'],
       ['Т', 'Х', 'Ф'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['Л', 'Т', 'Ф', 'Ж'];[1, 3, 5, 8];grid_1868.png;[0, 2, 6, 7];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ж': 3};{'Л': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 1, 7, 6];[0, 2, 3, 8];{'Ж': 0, 'Л': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'Т': [1, 3], 'Ф': [2]};1;0.0;7
3357;"[array([['Ш', 'Х', 'Х'],
       ['М', 'Х', 'Д'],
       ['Х', 'Г', 'Х']], dtype='<U1')]";['Ш', 'М', 'Д', 'Г'];[0, 3, 5, 7];grid_12627.png;[1, 2, 6, 8];{'Ш': 0, 'М': 1, 'Д': 2, 'Г': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[2, 1, 7, 3];[0, 5, 6, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};3;0.0;0
767;"[array([['П', 'Х', 'Т'],
       ['Х', 'Х', 'Ф'],
       ['К', 'Х', 'Х']], dtype='<U1')]";['П', 'Т', 'Ф', 'К'];[0, 2, 5, 6];grid_2960.png;[1, 3, 7, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'К': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'К': [0, 1, 2]};[2, 8, 7, 0];[1, 3, 5, 6];{'К': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};2;1.0;'- Т - -
3311;"[array([['Х', 'М', 'Х'],
       ['Г', 'Х', 'Х'],
       ['Д', 'Х', 'Ж']], dtype='<U1')]";['М', 'Г', 'Д', 'Ж'];[1, 3, 6, 8];grid_12580.png;[0, 2, 5, 7];{'М': 0, 'Г': 1, 'Д': 2, 'Ж': 3};{'М': [1, 2, 3], 'Г': [0, 2, 3], 'Д': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 1, 0, 6];[2, 3, 7, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};2;1.0;'- - Д -
304;"[array([['Л', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Ш', 'Т']], dtype='<U1')]";['Л', 'Ф', 'Ш', 'Т'];[0, 5, 7, 8];grid_1924.png;[1, 2, 3, 6];{'Л': 0, 'Ф': 1, 'Ш': 2, 'Т': 3};{'Л': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[2, 7, 3, 6];[0, 1, 5, 8];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};0;;
1989;"[array([['К', 'Х', 'Д'],
       ['Ж', 'Х', 'Х'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['К', 'Д', 'Ж', 'М'];[0, 2, 3, 7];grid_9958.png;[1, 5, 6, 8];{'К': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[2, 8, 1, 3];[0, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};0;;
1705;"[array([['Ш', 'П', 'Х'],
       ['Ф', 'Х', 'Л'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'П', 'Ф', 'Л'];[0, 1, 3, 5];grid_9456.png;[2, 6, 7, 8];{'Ш': 0, 'П': 1, 'Ф': 2, 'Л': 3};{'Ш': [1, 2, 3], 'П': [0, 2, 3], 'Ф': [0, 1, 3], 'Л': [0, 1, 2]};[2, 5, 1, 7];[0, 3, 6, 8];{'Л': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};2;0.0;'- - - Ф
3282;"[array([['Г', 'Х', 'Ж'],
       ['Д', 'Х', 'Х'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['Г', 'Ж', 'Д', 'М'];[0, 2, 3, 8];grid_12549.png;[1, 5, 6, 7];{'Г': 0, 'Ж': 1, 'Д': 2, 'М': 3};{'Г': [1, 2, 3], 'Ж': [0, 2, 3], 'Д': [0, 1, 3], 'М': [0, 1, 2]};[2, 8, 1, 6];[0, 3, 5, 7];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};2;0.0;'Д - - -
88;"[array([['Ш', 'Х', 'Л'],
       ['Х', 'Х', 'П'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ш', 'Л', 'П', 'Т'];[0, 2, 5, 7];grid_1421.png;[1, 3, 6, 8];{'Ш': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ш': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 7, 3];[0, 1, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;1.0;'Л - - -
4009;"[array([['Х', 'Х', 'Х'],
       ['Ж', 'Х', 'Г'],
       ['Х', 'Ф', 'М']], dtype='<U1')]";['Ж', 'Г', 'Ф', 'М'];[3, 5, 7, 8];grid_13508.png;[0, 1, 2, 6];{'Ж': 0, 'Г': 1, 'Ф': 2, 'М': 3};{'Ж': [1, 2, 3], 'Г': [0, 2, 3], 'Ф': [0, 1, 3], 'М': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'Г': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};4;0.0;'Ж - - -
