;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
1797;"[array([['Л', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'Г', 'Ж']], dtype='<U1')]";['Л', 'Ф', 'Г', 'Ж'];[0, 3, 7, 8];grid_9621.png;[1, 2, 5, 6];{'Л': 0, 'Ф': 1, 'Г': 2, 'Ж': 3};{'Л': [1, 2, 3], 'Ф': [0, 2, 3], 'Г': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 1, 3, 6];[0, 5, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};4;1.0;'- - Л -
1026;"[array([['М', 'Ш', 'Х'],
       ['П', 'Х', 'Х'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['М', 'Ш', 'П', 'Т'];[0, 1, 3, 6];grid_3927.png;[2, 5, 7, 8];{'М': 0, 'Ш': 1, 'П': 2, 'Т': 3};{'М': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
2762;"[array([['Х', 'Д', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'К']], dtype='<U1')]";['Д', 'Ж', 'Ф', 'К'];[1, 2, 6, 8];grid_11454.png;[0, 3, 5, 7];{'Д': 0, 'Ж': 1, 'Ф': 2, 'К': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'К': [0, 1, 2]};[5, 8, 0, 6];[1, 2, 3, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};3;1.0;8
1079;"[array([['Х', 'Х', 'П'],
       ['Х', 'Х', 'М'],
       ['Ш', 'Т', 'Х']], dtype='<U1')]";['П', 'М', 'Ш', 'Т'];[2, 5, 6, 7];grid_3982.png;[0, 1, 3, 8];{'П': 0, 'М': 1, 'Ш': 2, 'Т': 3};{'П': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;0.0;'- - Ш -
1802;"[array([['Х', 'Ф', 'Л'],
       ['Г', 'Х', 'Ж'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Л', 'Г', 'Ж'];[1, 2, 3, 5];grid_9626.png;[0, 6, 7, 8];{'Ф': 0, 'Л': 1, 'Г': 2, 'Ж': 3};{'Ф': [1, 2, 3], 'Л': [0, 2, 3], 'Г': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 8, 1, 7];[0, 2, 3, 6];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};1;0.0;0
698;"[array([['Ш', 'Х', 'К'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['Ш', 'К', 'Т', 'П'];[0, 2, 3, 8];grid_2889.png;[1, 5, 6, 7];{'Ш': 0, 'К': 1, 'Т': 2, 'П': 3};{'Ш': [1, 2, 3], 'К': [0, 2, 3], 'Т': [0, 1, 3], 'П': [0, 1, 2]};[2, 8, 1, 6];[0, 3, 5, 7];{'К': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;0.0;'- - Ш -
1821;"[array([['Х', 'Х', 'Г'],
       ['Ф', 'Х', 'Л'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['Г', 'Ф', 'Л', 'Ж'];[2, 3, 5, 6];grid_9646.png;[0, 1, 7, 8];{'Г': 0, 'Ф': 1, 'Л': 2, 'Ж': 3};{'Г': [1, 2, 3], 'Ф': [0, 2, 3], 'Л': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 1, 7, 0];[2, 3, 5, 6];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};0;;
379;"[array([['Х', 'П', 'М'],
       ['Х', 'Х', 'К'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['П', 'М', 'К', 'Т'];[1, 2, 5, 7];grid_2071.png;[0, 3, 6, 8];{'П': 0, 'М': 1, 'К': 2, 'Т': 3};{'П': [1, 2, 3], 'М': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[5, 8, 7, 3];[0, 1, 2, 6];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};2;1.0;'П - - -
4499;"[array([['Ш', 'Г', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Ш', 'Г', 'Д', 'Ф'];[0, 1, 5, 8];grid_14222.png;[2, 3, 6, 7];{'Ш': 0, 'Г': 1, 'Д': 2, 'Ф': 3};{'Ш': [1, 2, 3], 'Г': [0, 2, 3], 'Д': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 7, 6];[0, 1, 3, 8];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};2;1.0;'- - Д -
364;"[array([['М', 'Х', 'Х'],
       ['Т', 'Х', 'К'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['М', 'Т', 'К', 'П'];[0, 3, 5, 6];grid_2056.png;[1, 2, 7, 8];{'М': 0, 'Т': 1, 'К': 2, 'П': 3};{'М': [1, 2, 3], 'Т': [0, 2, 3], 'К': [0, 1, 3], 'П': [0, 1, 2]};[2, 1, 7, 0];[3, 5, 6, 8];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};1;1.0;3
4533;"[array([['Х', 'Г', 'Х'],
       ['Д', 'Х', 'Ф'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['Г', 'Д', 'Ф', 'Ш'];[1, 3, 5, 8];grid_14258.png;[0, 2, 6, 7];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Д': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 7, 6];[0, 2, 3, 8];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};4;1.0;'- - Ф -
66;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'Х'],
       ['Ж', 'Т', 'Л']], dtype='<U1')]";['П', 'Ж', 'Т', 'Л'];[3, 6, 7, 8];grid_1399.png;[0, 1, 2, 5];{'П': 0, 'Ж': 1, 'Т': 2, 'Л': 3};{'П': [1, 2, 3], 'Ж': [0, 2, 3], 'Т': [0, 1, 3], 'Л': [0, 1, 2]};[1, 0, 3, 6];[2, 5, 7, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Т': [1, 2]};1;0.0;5
3333;"[array([['Д', 'Ш', 'М'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ш', 'М', 'Г'];[0, 1, 2, 5];grid_12602.png;[3, 6, 7, 8];{'Д': 0, 'Ш': 1, 'М': 2, 'Г': 3};{'Д': [1, 2, 3], 'Ш': [0, 2, 3], 'М': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 8, 7];[0, 1, 3, 6];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};2;0.0;'- - Г -
1348;"[array([['Х', 'Х', 'Ф'],
       ['П', 'Х', 'Х'],
       ['Ж', 'Т', 'Х']], dtype='<U1')]";['Ф', 'П', 'Ж', 'Т'];[2, 3, 6, 7];grid_5519.png;[0, 1, 5, 8];{'Ф': 0, 'П': 1, 'Ж': 2, 'Т': 3};{'Ф': [1, 2, 3], 'П': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[8, 1, 0, 3];[2, 5, 6, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};0;;
3377;"[array([['Х', 'Г', 'Х'],
       ['Ш', 'Х', 'М'],
       ['Х', 'Х', 'Д']], dtype='<U1')]";['Г', 'Ш', 'М', 'Д'];[1, 3, 5, 8];grid_12648.png;[0, 2, 6, 7];{'Г': 0, 'Ш': 1, 'М': 2, 'Д': 3};{'Г': [1, 2, 3], 'Ш': [0, 2, 3], 'М': [0, 1, 3], 'Д': [0, 1, 2]};[5, 1, 7, 6];[0, 2, 3, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};0;;
63;"[array([['Х', 'Х', 'Х'],
       ['Л', 'Х', 'П'],
       ['Ж', 'Т', 'Х']], dtype='<U1')]";['Л', 'П', 'Ж', 'Т'];[3, 5, 6, 7];grid_1396.png;[0, 1, 2, 8];{'Л': 0, 'П': 1, 'Ж': 2, 'Т': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[1, 7, 0, 3];[2, 5, 6, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Т': [1, 2]};2;0.0;'- - - Ж
3410;"[array([['М', 'Ф', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Х', 'Г', 'Х']], dtype='<U1')]";['М', 'Ф', 'Д', 'Г'];[0, 1, 5, 7];grid_12681.png;[2, 3, 6, 8];{'М': 0, 'Ф': 1, 'Д': 2, 'Г': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 7, 3];[0, 1, 6, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ф': [2]};0;;
672;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'К'],
       ['П', 'Х', 'Ж']], dtype='<U1')]";['Т', 'К', 'П', 'Ж'];[2, 5, 6, 8];grid_2863.png;[0, 1, 3, 7];{'Т': 0, 'К': 1, 'П': 2, 'Ж': 3};{'Т': [1, 2, 3], 'К': [0, 2, 3], 'П': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'Ж': 0, 'К': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Т': [1, 2]};1;0.0;7
3339;"[array([['М', 'Д', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Г', 'Х']], dtype='<U1')]";['М', 'Д', 'Ш', 'Г'];[0, 1, 3, 7];grid_12608.png;[2, 5, 6, 8];{'М': 0, 'Д': 1, 'Ш': 2, 'Г': 3};{'М': [1, 2, 3], 'Д': [0, 2, 3], 'Ш': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 3];[0, 6, 7, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};4;0.0;'Д - - -
162;"[array([['П', 'Х', 'Х'],
       ['Л', 'Х', 'Ф'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['П', 'Л', 'Ф', 'Т'];[0, 3, 5, 8];grid_1498.png;[1, 2, 6, 7];{'П': 0, 'Л': 1, 'Ф': 2, 'Т': 3};{'П': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Т': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};1;0.0;1
3325;"[array([['Х', 'Х', 'Ж'],
       ['Х', 'Х', 'Д'],
       ['Х', 'Г', 'М']], dtype='<U1')]";['Ж', 'Д', 'Г', 'М'];[2, 5, 7, 8];grid_12594.png;[0, 1, 3, 6];{'Ж': 0, 'Д': 1, 'Г': 2, 'М': 3};{'Ж': [1, 2, 3], 'Д': [0, 2, 3], 'Г': [0, 1, 3], 'М': [0, 1, 2]};[8, 7, 3, 6];[0, 1, 2, 5];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};2;1.0;'- - Г -
200;"[array([['Х', 'Х', 'Х'],
       ['Т', 'Х', 'Л'],
       ['Ф', 'Х', 'П']], dtype='<U1')]";['Т', 'Л', 'Ф', 'П'];[3, 5, 6, 8];grid_1537.png;[0, 1, 2, 7];{'Т': 0, 'Л': 1, 'Ф': 2, 'П': 3};{'Т': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'П': [0, 1, 2]};[1, 7, 0, 6];[2, 3, 5, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};3;1.0;6
2008;"[array([['Х', 'Ж', 'Д'],
       ['М', 'Х', 'Х'],
       ['Х', 'К', 'Х']], dtype='<U1')]";['Ж', 'Д', 'М', 'К'];[1, 2, 3, 7];grid_9978.png;[0, 5, 6, 8];{'Ж': 0, 'Д': 1, 'М': 2, 'К': 3};{'Ж': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[5, 8, 1, 3];[0, 2, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};1;0.0;0
1764;"[array([['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'Л'],
       ['П', 'Х', 'Ф']], dtype='<U1')]";['Ш', 'Л', 'П', 'Ф'];[3, 5, 6, 8];grid_9517.png;[0, 1, 2, 7];{'Ш': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Ш': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]};[1, 7, 0, 6];[2, 3, 5, 8];{'Л': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};2;0.0;'- - Ф -
410;"[array([['К', 'М', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['К', 'М', 'Т', 'Ж'];[0, 1, 2, 6];grid_2173.png;[3, 5, 7, 8];{'К': 0, 'М': 1, 'Т': 2, 'Ж': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'Т': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};0;;
4689;"[array([['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'Ш'],
       ['Х', 'П', 'Г']], dtype='<U1')]";['Ф', 'Ш', 'П', 'Г'];[3, 5, 7, 8];grid_14558.png;[0, 1, 2, 6];{'Ф': 0, 'Ш': 1, 'П': 2, 'Г': 3};{'Ф': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'Г': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};3;0.0;0
2029;"[array([['Х', 'Х', 'М'],
       ['К', 'Х', 'Х'],
       ['Ж', 'Х', 'Д']], dtype='<U1')]";['М', 'К', 'Ж', 'Д'];[2, 3, 6, 8];grid_10000.png;[0, 1, 5, 7];{'М': 0, 'К': 1, 'Ж': 2, 'Д': 3};{'М': [1, 2, 3], 'К': [0, 2, 3], 'Ж': [0, 1, 3], 'Д': [0, 1, 2]};[8, 1, 0, 6];[2, 3, 5, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};3;1.0;1
1412;"[array([['Х', 'Ф', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Т', 'П', 'Ш']], dtype='<U1')]";['Ф', 'Т', 'П', 'Ш'];[1, 6, 7, 8];grid_5585.png;[0, 2, 3, 5];{'Ф': 0, 'Т': 1, 'П': 2, 'Ш': 3};{'Ф': [1, 2, 3], 'Т': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 0, 3, 6];[1, 2, 7, 8];{'П': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};4;0.0;'- - Т -
1972;"[array([['Д', 'М', 'Ж'],
       ['К', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'М', 'Ж', 'К'];[0, 1, 2, 3];grid_9941.png;[5, 6, 7, 8];{'Д': 0, 'М': 1, 'Ж': 2, 'К': 3};{'Д': [1, 2, 3], 'М': [0, 2, 3], 'Ж': [0, 1, 3], 'К': [0, 1, 2]};[2, 5, 8, 1];[0, 3, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};0;;
1522;"[array([['П', 'Х', 'Х'],
       ['Л', 'Х', 'Г'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['П', 'Л', 'Г', 'Ш'];[0, 3, 5, 8];grid_9198.png;[1, 2, 6, 7];{'П': 0, 'Л': 1, 'Г': 2, 'Ш': 3};{'П': [1, 2, 3], 'Л': [0, 2, 3], 'Г': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};2;1.0;'- - - Ш
1202;"[array([['Х', 'Ф', 'Х'],
       ['М', 'Х', 'Х'],
       ['Ж', 'Т', 'Х']], dtype='<U1')]";['Ф', 'М', 'Ж', 'Т'];[1, 3, 6, 7];grid_4389.png;[0, 2, 5, 8];{'Ф': 0, 'М': 1, 'Ж': 2, 'Т': 3};{'Ф': [1, 2, 3], 'М': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[5, 1, 0, 3];[2, 6, 7, 8];{'Ж': 0, 'М': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ф': [2]};2;1.0;'Ф - - -
1505;"[array([['Л', 'Ш', 'Х'],
       ['Х', 'Х', 'П'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Л', 'Ш', 'П', 'Г'];[0, 1, 5, 6];grid_9180.png;[2, 3, 7, 8];{'Л': 0, 'Ш': 1, 'П': 2, 'Г': 3};{'Л': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};4;0.0;'- - Л -
2028;"[array([['Х', 'Х', 'К'],
       ['М', 'Х', 'Х'],
       ['Ж', 'Д', 'Х']], dtype='<U1')]";['К', 'М', 'Ж', 'Д'];[2, 3, 6, 7];grid_9999.png;[0, 1, 5, 8];{'К': 0, 'М': 1, 'Ж': 2, 'Д': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'Ж': [0, 1, 3], 'Д': [0, 1, 2]};[8, 1, 0, 3];[2, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};1;1.0;3
1502;"[array([['П', 'Л', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['П', 'Л', 'Ш', 'Г'];[0, 1, 3, 6];grid_9177.png;[2, 5, 7, 8];{'П': 0, 'Л': 1, 'Ш': 2, 'Г': 3};{'П': [1, 2, 3], 'Л': [0, 2, 3], 'Ш': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};3;1.0;5
