;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
3295;"[array([['М', 'Х', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Ж', 'Х', 'Г']], dtype='<U1')]";['М', 'Д', 'Ж', 'Г'];[0, 5, 6, 8];grid_12563.png;[1, 2, 3, 7];{'М': 0, 'Д': 1, 'Ж': 2, 'Г': 3};{'М': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'Г': [0, 1, 2]};[2, 7, 0, 6];[1, 3, 5, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};3;1.0;6
307;"[array([['Х', 'Ф', 'Л'],
       ['Ш', 'Х', 'Х'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Л', 'Ш', 'Т'];[1, 2, 3, 6];grid_1927.png;[0, 5, 7, 8];{'Ф': 0, 'Л': 1, 'Ш': 2, 'Т': 3};{'Ф': [1, 2, 3], 'Л': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};2;0.0;'- - Ф -
3087;"[array([['Д', 'Х', 'Х'],
       ['П', 'Х', 'Х'],
       ['М', 'Ж', 'Х']], dtype='<U1')]";['Д', 'П', 'М', 'Ж'];[0, 3, 6, 7];grid_12349.png;[1, 2, 5, 8];{'Д': 0, 'П': 1, 'М': 2, 'Ж': 3};{'Д': [1, 2, 3], 'П': [0, 2, 3], 'М': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 1, 0, 3];[5, 6, 7, 8];{'Д': 0, 'Ж': 1, 'М': 2, 'П': 3};{'Д': [1], 'Ж': [0, 2], 'М': [1, 3], 'П': [1, 2]};1;0.0;8
1887;"[array([['Х', 'Ш', 'Х'],
       ['Х', 'Х', 'Л'],
       ['Х', 'Ф', 'Г']], dtype='<U1')]";['Ш', 'Л', 'Ф', 'Г'];[1, 5, 7, 8];grid_9714.png;[0, 2, 3, 6];{'Ш': 0, 'Л': 1, 'Ф': 2, 'Г': 3};{'Ш': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Г': [0, 1, 2]};[5, 7, 3, 6];[0, 1, 2, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'Ф': [3], 'Ш': [2]};1;1.0;7
2532;"[array([['Д', 'Х', 'Ж'],
       ['К', 'Х', 'Х'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ж', 'К', 'П'];[0, 2, 3, 6];grid_10937.png;[1, 5, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'П': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'П': [0, 1, 2]};[2, 8, 1, 0];[3, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'П': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'П': [1, 2]};3;0.0;6
4050;"[array([['Х', 'М', 'Ф'],
       ['Х', 'Х', 'Г'],
       ['Ш', 'Х', 'Х']], dtype='<U1')]";['М', 'Ф', 'Г', 'Ш'];[1, 2, 5, 6];grid_13550.png;[0, 3, 7, 8];{'М': 0, 'Ф': 1, 'Г': 2, 'Ш': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'Г': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 8, 7, 0];[1, 2, 3, 6];{'Г': 0, 'М': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'М': [2, 3], 'Ф': [3], 'Ш': [2]};4;1.0;'- - Ф -
634;"[array([['К', 'Х', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['П', 'Т', 'Х']], dtype='<U1')]";['К', 'Ж', 'П', 'Т'];[0, 2, 6, 7];grid_2823.png;[1, 3, 5, 8];{'К': 0, 'Ж': 1, 'П': 2, 'Т': 3};{'К': [1, 2, 3], 'Ж': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 0, 3];[1, 5, 6, 7];{'Ж': 0, 'К': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Т': [1, 2]};0;;
3337;"[array([['Ш', 'М', 'Х'],
       ['Д', 'Х', 'Г'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'М', 'Д', 'Г'];[0, 1, 3, 5];grid_12606.png;[2, 6, 7, 8];{'Ш': 0, 'М': 1, 'Д': 2, 'Г': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 7];[0, 3, 6, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};3;1.0;1
201;"[array([['Х', 'Х', 'Х'],
       ['Ф', 'Х', 'П'],
       ['Х', 'Л', 'Т']], dtype='<U1')]";['Ф', 'П', 'Л', 'Т'];[3, 5, 7, 8];grid_1538.png;[0, 1, 2, 6];{'Ф': 0, 'П': 1, 'Л': 2, 'Т': 3};{'Ф': [1, 2, 3], 'П': [0, 2, 3], 'Л': [0, 1, 3], 'Т': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};4;1.0;'- - Т -
3299;"[array([['Х', 'М', 'Д'],
       ['Ж', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['М', 'Д', 'Ж', 'Г'];[1, 2, 3, 6];grid_12567.png;[0, 5, 7, 8];{'М': 0, 'Д': 1, 'Ж': 2, 'Г': 3};{'М': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'Г': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};3;0.0;7
151;"[array([['П', 'Х', 'Ф'],
       ['Л', 'Х', 'Т'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Ф', 'Л', 'Т'];[0, 2, 3, 5];grid_1486.png;[1, 6, 7, 8];{'П': 0, 'Ф': 1, 'Л': 2, 'Т': 3};{'П': [1, 2, 3], 'Ф': [0, 2, 3], 'Л': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};1;0.0;6
3397;"[array([['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'М'],
       ['Х', 'Д', 'Г']], dtype='<U1')]";['Ш', 'М', 'Д', 'Г'];[3, 5, 7, 8];grid_12668.png;[0, 1, 2, 6];{'Ш': 0, 'М': 1, 'Д': 2, 'Г': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};4;0.0;'Д - - -
1306;"[array([['Ф', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ж', 'Т']], dtype='<U1')]";['Ф', 'П', 'Ж', 'Т'];[0, 1, 7, 8];grid_5475.png;[2, 3, 5, 6];{'Ф': 0, 'П': 1, 'Ж': 2, 'Т': 3};{'Ф': [1, 2, 3], 'П': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 3, 6];[0, 1, 7, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};4;0.0;'- - Ф -
2075;"[array([['Х', 'К', 'М'],
       ['Ш', 'Х', 'Х'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['К', 'М', 'Ш', 'Д'];[1, 2, 3, 6];grid_10047.png;[0, 5, 7, 8];{'К': 0, 'М': 1, 'Ш': 2, 'Д': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};3;0.0;3
1354;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'П', 'Ж']], dtype='<U1')]";['Т', 'Ф', 'П', 'Ж'];[2, 6, 7, 8];grid_5525.png;[0, 1, 3, 5];{'Т': 0, 'Ф': 1, 'П': 2, 'Ж': 3};{'Т': [1, 2, 3], 'Ф': [0, 2, 3], 'П': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 0, 3, 6];[1, 2, 5, 7];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};0;;
2054;"[array([['К', 'Д', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'М', 'Ш']], dtype='<U1')]";['К', 'Д', 'М', 'Ш'];[0, 1, 7, 8];grid_10025.png;[2, 3, 5, 6];{'К': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 3, 6];[0, 1, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};0;;
1770;"[array([['Ж', 'Ф', 'Г'],
       ['Х', 'Х', 'Х'],
       ['Л', 'Х', 'Х']], dtype='<U1')]";['Ж', 'Ф', 'Г', 'Л'];[0, 1, 2, 6];grid_9593.png;[3, 5, 7, 8];{'Ж': 0, 'Ф': 1, 'Г': 2, 'Л': 3};{'Ж': [1, 2, 3], 'Ф': [0, 2, 3], 'Г': [0, 1, 3], 'Л': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};4;0.0;'- Л - -
2103;"[array([['Х', 'Х', 'Х'],
       ['К', 'Х', 'Ш'],
       ['Д', 'М', 'Х']], dtype='<U1')]";['К', 'Ш', 'Д', 'М'];[3, 5, 6, 7];grid_10076.png;[0, 1, 2, 8];{'К': 0, 'Ш': 1, 'Д': 2, 'М': 3};{'К': [1, 2, 3], 'Ш': [0, 2, 3], 'Д': [0, 1, 3], 'М': [0, 1, 2]};[1, 7, 0, 3];[2, 5, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};2;1.0;'- - Д -
251;"[array([['Х', 'Ф', 'Х'],
       ['Л', 'Х', 'Х'],
       ['Ж', 'Х', 'Т']], dtype='<U1')]";['Ф', 'Л', 'Ж', 'Т'];[1, 3, 6, 8];grid_1870.png;[0, 2, 5, 7];{'Ф': 0, 'Л': 1, 'Ж': 2, 'Т': 3};{'Ф': [1, 2, 3], 'Л': [0, 2, 3], 'Ж': [0, 1, 3], 'Т': [0, 1, 2]};[5, 1, 0, 6];[2, 3, 7, 8];{'Ж': 0, 'Л': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'Т': [1, 3], 'Ф': [2]};1;0.0;2
2643;"[array([['Х', 'Х', 'Д'],
       ['Х', 'Х', 'Ш'],
       ['П', 'К', 'Х']], dtype='<U1')]";['Д', 'Ш', 'П', 'К'];[2, 5, 6, 7];grid_11052.png;[0, 1, 3, 8];{'Д': 0, 'Ш': 1, 'П': 2, 'К': 3};{'Д': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'К': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'Д': 0, 'К': 1, 'П': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'П': [1, 3], 'Ш': [2]};2;0.0;'- - К -
1799;"[array([['Ж', 'Х', 'Х'],
       ['Х', 'Х', 'Г'],
       ['Ф', 'Х', 'Л']], dtype='<U1')]";['Ж', 'Г', 'Ф', 'Л'];[0, 5, 6, 8];grid_9623.png;[1, 2, 3, 7];{'Ж': 0, 'Г': 1, 'Ф': 2, 'Л': 3};{'Ж': [1, 2, 3], 'Г': [0, 2, 3], 'Ф': [0, 1, 3], 'Л': [0, 1, 2]};[2, 7, 0, 6];[1, 3, 5, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};4;1.0;'- - Л -
729;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'Т'],
       ['К', 'Ш', 'Х']], dtype='<U1')]";['П', 'Т', 'К', 'Ш'];[1, 5, 6, 7];grid_2922.png;[0, 2, 3, 8];{'П': 0, 'Т': 1, 'К': 2, 'Ш': 3};{'П': [1, 2, 3], 'Т': [0, 2, 3], 'К': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 7, 0, 3];[1, 2, 6, 8];{'К': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;0.0;'- П - -
3464;"[array([['Х', 'Х', 'Х'],
       ['М', 'Х', 'Г'],
       ['Д', 'Х', 'Ф']], dtype='<U1')]";['М', 'Г', 'Д', 'Ф'];[3, 5, 6, 8];grid_12737.png;[0, 1, 2, 7];{'М': 0, 'Г': 1, 'Д': 2, 'Ф': 3};{'М': [1, 2, 3], 'Г': [0, 2, 3], 'Д': [0, 1, 3], 'Ф': [0, 1, 2]};[1, 7, 0, 6];[2, 3, 5, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ф': [2]};1;1.0;6
614;"[array([['К', 'П', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['К', 'П', 'Т', 'Ж'];[0, 1, 2, 6];grid_2803.png;[3, 5, 7, 8];{'К': 0, 'П': 1, 'Т': 2, 'Ж': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Ж': 0, 'К': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Т': [1, 2]};3;1.0;5
3390;"[array([['Х', 'Х', 'Ш'],
       ['М', 'Х', 'Х'],
       ['Х', 'Д', 'Г']], dtype='<U1')]";['Ш', 'М', 'Д', 'Г'];[2, 3, 7, 8];grid_12661.png;[0, 1, 5, 6];{'Ш': 0, 'М': 1, 'Д': 2, 'Г': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};0;;
1682;"[array([['Х', 'Ф', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Л', 'Х', 'П']], dtype='<U1')]";['Ф', 'Ж', 'Л', 'П'];[1, 5, 6, 8];grid_9433.png;[0, 2, 3, 7];{'Ф': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Ф': [1, 2, 3], 'Ж': [0, 2, 3], 'Л': [0, 1, 3], 'П': [0, 1, 2]};[5, 7, 0, 6];[1, 2, 3, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};2;1.0;'- Ж - -
3361;"[array([['Г', 'Х', 'Х'],
       ['Д', 'Х', 'Х'],
       ['Х', 'М', 'Ш']], dtype='<U1')]";['Г', 'Д', 'М', 'Ш'];[0, 3, 7, 8];grid_12631.png;[1, 2, 5, 6];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 1, 3, 6];[0, 5, 7, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};1;1.0;8
1644;"[array([['Ж', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ф', 'Л', 'Х']], dtype='<U1')]";['Ж', 'П', 'Ф', 'Л'];[0, 1, 6, 7];grid_9393.png;[2, 3, 5, 8];{'Ж': 0, 'П': 1, 'Ф': 2, 'Л': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Ф': [0, 1, 3], 'Л': [0, 1, 2]};[2, 5, 0, 3];[1, 6, 7, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};3;0.0;6
3398;"[array([['Х', 'Х', 'Х'],
       ['Д', 'Х', 'Х'],
       ['Ш', 'М', 'Г']], dtype='<U1')]";['Д', 'Ш', 'М', 'Г'];[3, 6, 7, 8];grid_12669.png;[0, 1, 2, 5];{'Д': 0, 'Ш': 1, 'М': 2, 'Г': 3};{'Д': [1, 2, 3], 'Ш': [0, 2, 3], 'М': [0, 1, 3], 'Г': [0, 1, 2]};[1, 0, 3, 6];[2, 5, 7, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};2;1.0;'Д - - -
638;"[array([['К', 'Х', 'Х'],
       ['Т', 'Х', 'Ж'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['К', 'Т', 'Ж', 'П'];[0, 3, 5, 8];grid_2828.png;[1, 2, 6, 7];{'К': 0, 'Т': 1, 'Ж': 2, 'П': 3};{'К': [1, 2, 3], 'Т': [0, 2, 3], 'Ж': [0, 1, 3], 'П': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Ж': 0, 'К': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Т': [1, 2]};2;1.0;'- - - П
3437;"[array([['Х', 'М', 'Ф'],
       ['Д', 'Х', 'Х'],
       ['Х', 'Х', 'Г']], dtype='<U1')]";['М', 'Ф', 'Д', 'Г'];[1, 2, 3, 8];grid_12709.png;[0, 5, 6, 7];{'М': 0, 'Ф': 1, 'Д': 2, 'Г': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[5, 8, 1, 6];[0, 2, 3, 7];{'Г': 0, 'Д': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ф': [2]};3;1.0;1
77;"[array([['П', 'Ш', 'Х'],
       ['Х', 'Х', 'Л'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['П', 'Ш', 'Л', 'Т'];[0, 1, 5, 6];grid_1410.png;[2, 3, 7, 8];{'П': 0, 'Ш': 1, 'Л': 2, 'Т': 3};{'П': [1, 2, 3], 'Ш': [0, 2, 3], 'Л': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;0.0;'- - Ш -
4434;"[array([['Ф', 'Д', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Г', 'Ж']], dtype='<U1')]";['Ф', 'Д', 'Г', 'Ж'];[0, 1, 7, 8];grid_14155.png;[2, 3, 5, 6];{'Ф': 0, 'Д': 1, 'Г': 2, 'Ж': 3};{'Ф': [1, 2, 3], 'Д': [0, 2, 3], 'Г': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 5, 3, 6];[0, 1, 7, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};4;0.0;'- Г - -
