;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
2117;"[array([['М', 'К', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Ф', 'Х', 'Х']], dtype='<U1')]";['М', 'К', 'Д', 'Ф'];[0, 1, 5, 6];grid_10090.png;[2, 3, 7, 8];{'М': 0, 'К': 1, 'Д': 2, 'Ф': 3};{'М': [1, 2, 3], 'К': [0, 2, 3], 'Д': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ф': [2]};3;0.0;1
54;"[array([['Х', 'Х', 'Т'],
       ['Ж', 'Х', 'П'],
       ['Х', 'Л', 'Х']], dtype='<U1')]";['Т', 'Ж', 'П', 'Л'];[2, 3, 5, 7];grid_1387.png;[0, 1, 6, 8];{'Т': 0, 'Ж': 1, 'П': 2, 'Л': 3};{'Т': [1, 2, 3], 'Ж': [0, 2, 3], 'П': [0, 1, 3], 'Л': [0, 1, 2]};[8, 1, 7, 3];[0, 2, 5, 6];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Т': [1, 2]};4;0.0;'- - Ж -
2054;"[array([['К', 'Д', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'М', 'Ш']], dtype='<U1')]";['К', 'Д', 'М', 'Ш'];[0, 1, 7, 8];grid_10025.png;[2, 3, 5, 6];{'К': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 3, 6];[0, 1, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};3;0.0;1
1591;"[array([['Г', 'Х', 'Х'],
       ['Л', 'Х', 'Х'],
       ['Ф', 'П', 'Х']], dtype='<U1')]";['Г', 'Л', 'Ф', 'П'];[0, 3, 6, 7];grid_9269.png;[1, 2, 5, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'П': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'П': [0, 1, 2]};[2, 1, 0, 3];[5, 6, 7, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};1;0.0;2
2048;"[array([['Д', 'М', 'Х'],
       ['К', 'Х', 'Х'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['Д', 'М', 'К', 'Ш'];[0, 1, 3, 8];grid_10019.png;[2, 5, 6, 7];{'Д': 0, 'М': 1, 'К': 2, 'Ш': 3};{'Д': [1, 2, 3], 'М': [0, 2, 3], 'К': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 1, 6];[0, 3, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};4;0.0;'- Д - -
4583;"[array([['Г', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['П', 'Ж', 'Х']], dtype='<U1')]";['Г', 'Ф', 'П', 'Ж'];[0, 3, 6, 7];grid_14449.png;[1, 2, 5, 8];{'Г': 0, 'Ф': 1, 'П': 2, 'Ж': 3};{'Г': [1, 2, 3], 'Ф': [0, 2, 3], 'П': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 1, 0, 3];[5, 6, 7, 8];{'Г': 0, 'Ж': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'П': [1, 3], 'Ф': [2]};2;1.0;'Г - - -
497;"[array([['К', 'Х', 'М'],
       ['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['К', 'М', 'Т', 'Ш'];[0, 2, 5, 8];grid_2262.png;[1, 3, 6, 7];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 8, 7, 6];[0, 1, 3, 5];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
1675;"[array([['Х', 'П', 'Л'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ж', 'Ф']], dtype='<U1')]";['П', 'Л', 'Ж', 'Ф'];[1, 2, 7, 8];grid_9425.png;[0, 3, 5, 6];{'П': 0, 'Л': 1, 'Ж': 2, 'Ф': 3};{'П': [1, 2, 3], 'Л': [0, 2, 3], 'Ж': [0, 1, 3], 'Ф': [0, 1, 2]};[5, 8, 3, 6];[0, 1, 2, 7];{'Ж': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};2;1.0;'- - Ж -
2042;"[array([['Д', 'К', 'М'],
       ['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'Х']], dtype='<U1')]";['Д', 'К', 'М', 'Ш'];[0, 1, 2, 6];grid_10013.png;[3, 5, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};4;1.0;'- К - -
1623;"[array([['Х', 'Х', 'Л'],
       ['Х', 'Х', 'П'],
       ['Ф', 'Г', 'Х']], dtype='<U1')]";['Л', 'П', 'Ф', 'Г'];[2, 5, 6, 7];grid_9302.png;[0, 1, 3, 8];{'Л': 0, 'П': 1, 'Ф': 2, 'Г': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Ф': [0, 1, 3], 'Г': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'Г': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};2;1.0;'- - Ф -
2074;"[array([['Х', 'Ш', 'К'],
       ['Д', 'Х', 'М'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'К', 'Д', 'М'];[1, 2, 3, 5];grid_10046.png;[0, 6, 7, 8];{'Ш': 0, 'К': 1, 'Д': 2, 'М': 3};{'Ш': [1, 2, 3], 'К': [0, 2, 3], 'Д': [0, 1, 3], 'М': [0, 1, 2]};[5, 8, 1, 7];[0, 2, 3, 6];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};3;0.0;6
253;"[array([['Х', 'Л', 'Х'],
       ['Х', 'Х', 'Т'],
       ['Ф', 'Ж', 'Х']], dtype='<U1')]";['Л', 'Т', 'Ф', 'Ж'];[1, 5, 6, 7];grid_1872.png;[0, 2, 3, 8];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ж': 3};{'Л': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 7, 0, 3];[1, 2, 6, 8];{'Ж': 0, 'Л': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'Т': [1, 3], 'Ф': [2]};4;1.0;'- Л - -
4172;"[array([['Ш', 'Х', 'Х'],
       ['Д', 'Х', 'Г'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Ш', 'Д', 'Г', 'П'];[0, 3, 5, 6];grid_13746.png;[1, 2, 7, 8];{'Ш': 0, 'Д': 1, 'Г': 2, 'П': 3};{'Ш': [1, 2, 3], 'Д': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[2, 1, 7, 0];[3, 5, 6, 8];{'Г': 0, 'Д': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ш': [2]};3;1.0;0
242;"[array([['Х', 'Л', 'Ж'],
       ['Х', 'Х', 'Ф'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['Л', 'Ж', 'Ф', 'Т'];[1, 2, 5, 6];grid_1860.png;[0, 3, 7, 8];{'Л': 0, 'Ж': 1, 'Ф': 2, 'Т': 3};{'Л': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Т': [0, 1, 2]};[5, 8, 7, 0];[1, 2, 3, 6];{'Ж': 0, 'Л': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'Т': [1, 3], 'Ф': [2]};4;0.0;'- Т - -
3390;"[array([['Х', 'Х', 'Ш'],
       ['М', 'Х', 'Х'],
       ['Х', 'Д', 'Г']], dtype='<U1')]";['Ш', 'М', 'Д', 'Г'];[2, 3, 7, 8];grid_12661.png;[0, 1, 5, 6];{'Ш': 0, 'М': 1, 'Д': 2, 'Г': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Г': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};2;0.0;'- - Г -
1356;"[array([['Х', 'Х', 'Х'],
       ['Т', 'Х', 'П'],
       ['Ф', 'Х', 'Ж']], dtype='<U1')]";['Т', 'П', 'Ф', 'Ж'];[3, 5, 6, 8];grid_5527.png;[0, 1, 2, 7];{'Т': 0, 'П': 1, 'Ф': 2, 'Ж': 3};{'Т': [1, 2, 3], 'П': [0, 2, 3], 'Ф': [0, 1, 3], 'Ж': [0, 1, 2]};[1, 7, 0, 6];[2, 3, 5, 8];{'Ж': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};3;1.0;7
3381;"[array([['Х', 'Г', 'Х'],
       ['Х', 'Х', 'Д'],
       ['М', 'Ш', 'Х']], dtype='<U1')]";['Г', 'Д', 'М', 'Ш'];[1, 5, 6, 7];grid_12652.png;[0, 2, 3, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 7, 0, 3];[1, 2, 6, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};1;1.0;7
655;"[array([['Х', 'Ж', 'К'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Т', 'П']], dtype='<U1')]";['Ж', 'К', 'Т', 'П'];[1, 2, 7, 8];grid_2845.png;[0, 3, 5, 6];{'Ж': 0, 'К': 1, 'Т': 2, 'П': 3};{'Ж': [1, 2, 3], 'К': [0, 2, 3], 'Т': [0, 1, 3], 'П': [0, 1, 2]};[5, 8, 3, 6];[0, 1, 2, 7];{'Ж': 0, 'К': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'П': [1, 3], 'Т': [1, 2]};1;1.0;2
3426;"[array([['Д', 'Х', 'Х'],
       ['Ф', 'Х', 'М'],
       ['Х', 'Х', 'Г']], dtype='<U1')]";['Д', 'Ф', 'М', 'Г'];[0, 3, 5, 8];grid_12698.png;[1, 2, 6, 7];{'Д': 0, 'Ф': 1, 'М': 2, 'Г': 3};{'Д': [1, 2, 3], 'Ф': [0, 2, 3], 'М': [0, 1, 3], 'Г': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Г': 0, 'Д': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ф': [2]};1;1.0;3
68;"[array([['Ш', 'П', 'Л'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'П', 'Л', 'Т'];[0, 1, 2, 3];grid_1401.png;[5, 6, 7, 8];{'Ш': 0, 'П': 1, 'Л': 2, 'Т': 3};{'Ш': [1, 2, 3], 'П': [0, 2, 3], 'Л': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 8, 1];[0, 3, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;0.0;'- - П -
4448;"[array([['Ж', 'Х', 'Х'],
       ['Д', 'Х', 'Х'],
       ['Г', 'Х', 'Ф']], dtype='<U1')]";['Ж', 'Д', 'Г', 'Ф'];[0, 3, 6, 8];grid_14170.png;[1, 2, 5, 7];{'Ж': 0, 'Д': 1, 'Г': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'Д': [0, 2, 3], 'Г': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 1, 0, 6];[3, 5, 7, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};0;;
738;"[array([['Х', 'Х', 'Т'],
       ['К', 'Х', 'Х'],
       ['Х', 'П', 'Ш']], dtype='<U1')]";['Т', 'К', 'П', 'Ш'];[2, 3, 7, 8];grid_2931.png;[0, 1, 5, 6];{'Т': 0, 'К': 1, 'П': 2, 'Ш': 3};{'Т': [1, 2, 3], 'К': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'К': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};1;0.0;6
3477;"[array([['М', 'Ж', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['М', 'Ж', 'Ф', 'Д'];[0, 1, 5, 6];grid_12820.png;[2, 3, 7, 8];{'М': 0, 'Ж': 1, 'Ф': 2, 'Д': 3};{'М': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Д': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};3;0.0;3
684;"[array([['Т', 'П', 'Ш'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['Т', 'П', 'Ш', 'К'];[0, 1, 2, 8];grid_2875.png;[3, 5, 6, 7];{'Т': 0, 'П': 1, 'Ш': 2, 'К': 3};{'Т': [1, 2, 3], 'П': [0, 2, 3], 'Ш': [0, 1, 3], 'К': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'К': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
4429;"[array([['Г', 'Ж', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['Г', 'Ж', 'Ф', 'Д'];[0, 1, 5, 6];grid_14150.png;[2, 3, 7, 8];{'Г': 0, 'Ж': 1, 'Ф': 2, 'Д': 3};{'Г': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};1;1.0;0
2289;"[array([['Х', 'М', 'Х'],
       ['П', 'Х', 'К'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['М', 'П', 'К', 'Ш'];[1, 3, 5, 8];grid_10338.png;[0, 2, 6, 7];{'М': 0, 'П': 1, 'К': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [0, 2, 3], 'К': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 7, 6];[0, 2, 3, 8];{'К': 0, 'М': 1, 'П': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Ш': [2]};0;;
4421;"[array([['Д', 'Ж', 'Г'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ж', 'Г', 'Ф'];[0, 1, 2, 5];grid_14142.png;[3, 6, 7, 8];{'Д': 0, 'Ж': 1, 'Г': 2, 'Ф': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'Г': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 8, 7];[0, 1, 3, 6];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};4;1.0;'- - Ж -
405;"[array([['Х', 'Х', 'Х'],
       ['К', 'Х', 'П'],
       ['Х', 'М', 'Т']], dtype='<U1')]";['К', 'П', 'М', 'Т'];[3, 5, 7, 8];grid_2098.png;[0, 1, 2, 6];{'К': 0, 'П': 1, 'М': 2, 'Т': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'М': [0, 1, 3], 'Т': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};1;0.0;1
1876;"[array([['Х', 'Г', 'Л'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['Г', 'Л', 'Ф', 'Ш'];[1, 2, 5, 8];grid_9702.png;[0, 3, 6, 7];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 8, 7, 6];[0, 1, 2, 3];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'Ф': [3], 'Ш': [2]};3;0.0;2
437;"[array([['М', 'Х', 'Х'],
       ['Т', 'Х', 'Х'],
       ['Х', 'К', 'Ж']], dtype='<U1')]";['М', 'Т', 'К', 'Ж'];[0, 3, 7, 8];grid_2201.png;[1, 2, 5, 6];{'М': 0, 'Т': 1, 'К': 2, 'Ж': 3};{'М': [1, 2, 3], 'Т': [0, 2, 3], 'К': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 1, 3, 6];[0, 5, 7, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};1;1.0;8
4412;"[array([['Х', 'Х', 'Ш'],
       ['Х', 'Х', 'Ф'],
       ['Д', 'Х', 'П']], dtype='<U1')]";['Ш', 'Ф', 'Д', 'П'];[2, 5, 6, 8];grid_14063.png;[0, 1, 3, 7];{'Ш': 0, 'Ф': 1, 'Д': 2, 'П': 3};{'Ш': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'П': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'Д': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Д': [1], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};1;0.0;3
428;"[array([['М', 'Х', 'Ж'],
       ['Х', 'Х', 'К'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['М', 'Ж', 'К', 'Т'];[0, 2, 5, 7];grid_2191.png;[1, 3, 6, 8];{'М': 0, 'Ж': 1, 'К': 2, 'Т': 3};{'М': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 7, 3];[0, 1, 5, 6];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};4;0.0;'К - - -
4268;"[array([['Х', 'Ф', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Г', 'П']], dtype='<U1')]";['Ф', 'Д', 'Г', 'П'];[1, 6, 7, 8];grid_13845.png;[0, 2, 3, 5];{'Ф': 0, 'Д': 1, 'Г': 2, 'П': 3};{'Ф': [1, 2, 3], 'Д': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[5, 0, 3, 6];[1, 2, 7, 8];{'Г': 0, 'Д': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ф': [2]};3;0.0;7
