;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
4462;"[array([['Х', 'Г', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Х', 'Ж']], dtype='<U1')]";['Г', 'Ф', 'Д', 'Ж'];[1, 2, 6, 8];grid_14184.png;[0, 3, 5, 7];{'Г': 0, 'Ф': 1, 'Д': 2, 'Ж': 3};{'Г': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 8, 0, 6];[1, 2, 3, 7];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};2;0.0;'- - - Г
1066;"[array([['Х', 'М', 'Х'],
       ['П', 'Х', 'Х'],
       ['Т', 'Ш', 'Х']], dtype='<U1')]";['М', 'П', 'Т', 'Ш'];[1, 3, 6, 7];grid_3969.png;[0, 2, 5, 8];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 0, 3];[2, 6, 7, 8];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
2753;"[array([['К', 'Х', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Ж', 'Ф']], dtype='<U1')]";['К', 'Д', 'Ж', 'Ф'];[0, 6, 7, 8];grid_11445.png;[1, 2, 3, 5];{'К': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'К': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 0, 3, 6];[1, 5, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};3;1.0;6
1023;"[array([['Т', 'Ш', 'М'],
       ['Х', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Т', 'Ш', 'М', 'П'];[0, 1, 2, 7];grid_3924.png;[3, 5, 6, 8];{'Т': 0, 'Ш': 1, 'М': 2, 'П': 3};{'Т': [1, 2, 3], 'Ш': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]};[2, 5, 8, 3];[0, 1, 6, 7];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;1.0;'- - - П
2766;"[array([['Х', 'Ж', 'Х'],
       ['К', 'Х', 'Х'],
       ['Д', 'Ф', 'Х']], dtype='<U1')]";['Ж', 'К', 'Д', 'Ф'];[1, 3, 6, 7];grid_11459.png;[0, 2, 5, 8];{'Ж': 0, 'К': 1, 'Д': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'К': [0, 2, 3], 'Д': [0, 1, 3], 'Ф': [0, 1, 2]};[5, 1, 0, 3];[2, 6, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};3;0.0;6
1079;"[array([['Х', 'Х', 'П'],
       ['Х', 'Х', 'М'],
       ['Ш', 'Т', 'Х']], dtype='<U1')]";['П', 'М', 'Ш', 'Т'];[2, 5, 6, 7];grid_3982.png;[0, 1, 3, 8];{'П': 0, 'М': 1, 'Ш': 2, 'Т': 3};{'П': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'М': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;0.0;'Ш - - -
2744;"[array([['Д', 'Х', 'Х'],
       ['Ф', 'Х', 'Ж'],
       ['К', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ф', 'Ж', 'К'];[0, 3, 5, 6];grid_11436.png;[1, 2, 7, 8];{'Д': 0, 'Ф': 1, 'Ж': 2, 'К': 3};{'Д': [1, 2, 3], 'Ф': [0, 2, 3], 'Ж': [0, 1, 3], 'К': [0, 1, 2]};[2, 1, 7, 0];[3, 5, 6, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};1;1.0;3
1558;"[array([['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Х'],
       ['Ш', 'Л', 'П']], dtype='<U1')]";['Г', 'Ш', 'Л', 'П'];[2, 6, 7, 8];grid_9235.png;[0, 1, 3, 5];{'Г': 0, 'Ш': 1, 'Л': 2, 'П': 3};{'Г': [1, 2, 3], 'Ш': [0, 2, 3], 'Л': [0, 1, 3], 'П': [0, 1, 2]};[8, 0, 3, 6];[1, 2, 5, 7];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};2;1.0;'- Ш - -
2116;"[array([['Ф', 'Д', 'Х'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['Ф', 'Д', 'М', 'К'];[0, 1, 3, 8];grid_10089.png;[2, 5, 6, 7];{'Ф': 0, 'Д': 1, 'М': 2, 'К': 3};{'Ф': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[2, 5, 1, 6];[0, 3, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ф': [2]};3;0.0;8
1515;"[array([['Ш', 'Х', 'П'],
       ['Х', 'Х', 'Л'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Ш', 'П', 'Л', 'Г'];[0, 2, 5, 6];grid_9190.png;[1, 3, 7, 8];{'Ш': 0, 'П': 1, 'Л': 2, 'Г': 3};{'Ш': [1, 2, 3], 'П': [0, 2, 3], 'Л': [0, 1, 3], 'Г': [0, 1, 2]};[2, 8, 7, 0];[1, 3, 5, 6];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};4;1.0;'- - П -
470;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Ж', 'М', 'К']], dtype='<U1')]";['Т', 'Ж', 'М', 'К'];[2, 6, 7, 8];grid_2235.png;[0, 1, 3, 5];{'Т': 0, 'Ж': 1, 'М': 2, 'К': 3};{'Т': [1, 2, 3], 'Ж': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[8, 0, 3, 6];[1, 2, 5, 7];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};2;0.0;'- Т - -
1583;"[array([['Г', 'Х', 'Ф'],
       ['Х', 'Х', 'П'],
       ['Л', 'Х', 'Х']], dtype='<U1')]";['Г', 'Ф', 'П', 'Л'];[0, 2, 5, 6];grid_9260.png;[1, 3, 7, 8];{'Г': 0, 'Ф': 1, 'П': 2, 'Л': 3};{'Г': [1, 2, 3], 'Ф': [0, 2, 3], 'П': [0, 1, 3], 'Л': [0, 1, 2]};[2, 8, 7, 0];[1, 3, 5, 6];{'Г': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};1;0.0;3
503;"[array([['К', 'Х', 'Х'],
       ['Т', 'Х', 'Х'],
       ['Ш', 'М', 'Х']], dtype='<U1')]";['К', 'Т', 'Ш', 'М'];[0, 3, 6, 7];grid_2269.png;[1, 2, 5, 8];{'К': 0, 'Т': 1, 'Ш': 2, 'М': 3};{'К': [1, 2, 3], 'Т': [0, 2, 3], 'Ш': [0, 1, 3], 'М': [0, 1, 2]};[2, 1, 0, 3];[5, 6, 7, 8];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};1;0.0;5
4321;"[array([['Х', 'Ж', 'Ф'],
       ['Д', 'Х', 'Х'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['Ж', 'Ф', 'Д', 'П'];[1, 2, 3, 8];grid_13969.png;[0, 5, 6, 7];{'Ж': 0, 'Ф': 1, 'Д': 2, 'П': 3};{'Ж': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'П': [0, 1, 2]};[5, 8, 1, 6];[0, 2, 3, 7];{'Д': 0, 'Ж': 1, 'П': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'П': [1, 3], 'Ф': [2]};0;;
479;"[array([['Ш', 'М', 'К'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ш', 'М', 'К', 'Т'];[0, 1, 2, 7];grid_2244.png;[3, 5, 6, 8];{'Ш': 0, 'М': 1, 'К': 2, 'Т': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[2, 5, 8, 3];[0, 1, 6, 7];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};2;0.0;'М - - -
4333;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Ж', 'Ф', 'Х']], dtype='<U1')]";['П', 'Д', 'Ж', 'Ф'];[1, 5, 6, 7];grid_13982.png;[0, 2, 3, 8];{'П': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'П': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'Ф': [0, 1, 2]};[5, 7, 0, 3];[1, 2, 6, 8];{'Д': 0, 'Ж': 1, 'П': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'П': [1, 3], 'Ф': [2]};2;0.0;'- - П -
523;"[array([['Х', 'Ш', 'Х'],
       ['К', 'Х', 'Х'],
       ['М', 'Х', 'Т']], dtype='<U1')]";['Ш', 'К', 'М', 'Т'];[1, 3, 6, 8];grid_2290.png;[0, 2, 5, 7];{'Ш': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ш': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Т': [0, 1, 2]};[5, 1, 0, 6];[2, 3, 7, 8];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;1.0;'- М - -
4242;"[array([['Д', 'Х', 'Х'],
       ['Г', 'Х', 'П'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Д', 'Г', 'П', 'Ф'];[0, 3, 5, 8];grid_13818.png;[1, 2, 6, 7];{'Д': 0, 'Г': 1, 'П': 2, 'Ф': 3};{'Д': [1, 2, 3], 'Г': [0, 2, 3], 'П': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 1, 7, 6];[0, 3, 5, 8];{'Г': 0, 'Д': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ф': [2]};4;0.0;'Д - - -
418;"[array([['К', 'Т', 'Х'],
       ['Х', 'Х', 'Ж'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['К', 'Т', 'Ж', 'М'];[0, 1, 5, 7];grid_2181.png;[2, 3, 6, 8];{'К': 0, 'Т': 1, 'Ж': 2, 'М': 3};{'К': [1, 2, 3], 'Т': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 7, 3];[0, 1, 6, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};1;1.0;0
1579;"[array([['Г', 'Х', 'П'],
       ['Л', 'Х', 'Ф'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Г', 'П', 'Л', 'Ф'];[0, 2, 3, 5];grid_9256.png;[1, 6, 7, 8];{'Г': 0, 'П': 1, 'Л': 2, 'Ф': 3};{'Г': [1, 2, 3], 'П': [0, 2, 3], 'Л': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Г': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};2;0.0;'- Г - -
2043;"[array([['К', 'М', 'Д'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ш', 'Х']], dtype='<U1')]";['К', 'М', 'Д', 'Ш'];[0, 1, 2, 7];grid_10014.png;[3, 5, 6, 8];{'К': 0, 'М': 1, 'Д': 2, 'Ш': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 8, 3];[0, 1, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};4;1.0;'- К - -
1606;"[array([['Х', 'Л', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['П', 'Х', 'Г']], dtype='<U1')]";['Л', 'Ф', 'П', 'Г'];[1, 2, 6, 8];grid_9284.png;[0, 3, 5, 7];{'Л': 0, 'Ф': 1, 'П': 2, 'Г': 3};{'Л': [1, 2, 3], 'Ф': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[5, 8, 0, 6];[1, 2, 3, 7];{'Г': 0, 'Л': 1, 'П': 2, 'Ф': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ф': [2]};0;;
2086;"[array([['Х', 'К', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['М', 'Д', 'Х']], dtype='<U1')]";['К', 'Ш', 'М', 'Д'];[1, 3, 6, 7];grid_10059.png;[0, 2, 5, 8];{'К': 0, 'Ш': 1, 'М': 2, 'Д': 3};{'К': [1, 2, 3], 'Ш': [0, 2, 3], 'М': [0, 1, 3], 'Д': [0, 1, 2]};[5, 1, 0, 3];[2, 6, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};1;0.0;0
1785;"[array([['Ж', 'Х', 'Ф'],
       ['Г', 'Х', 'Х'],
       ['Х', 'Л', 'Х']], dtype='<U1')]";['Ж', 'Ф', 'Г', 'Л'];[0, 2, 3, 7];grid_9608.png;[1, 5, 6, 8];{'Ж': 0, 'Ф': 1, 'Г': 2, 'Л': 3};{'Ж': [1, 2, 3], 'Ф': [0, 2, 3], 'Г': [0, 1, 3], 'Л': [0, 1, 2]};[2, 8, 1, 3];[0, 5, 6, 7];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};2;1.0;'- - Г -
2633;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'К'],
       ['Д', 'Ш', 'Х']], dtype='<U1')]";['П', 'К', 'Д', 'Ш'];[1, 5, 6, 7];grid_11042.png;[0, 2, 3, 8];{'П': 0, 'К': 1, 'Д': 2, 'Ш': 3};{'П': [1, 2, 3], 'К': [0, 2, 3], 'Д': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 7, 0, 3];[1, 2, 6, 8];{'Д': 0, 'К': 1, 'П': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'П': [1, 3], 'Ш': [2]};1;1.0;7
233;"[array([['Ф', 'Х', 'Х'],
       ['Л', 'Х', 'Х'],
       ['Х', 'Т', 'Ж']], dtype='<U1')]";['Ф', 'Л', 'Т', 'Ж'];[0, 3, 7, 8];grid_1851.png;[1, 2, 5, 6];{'Ф': 0, 'Л': 1, 'Т': 2, 'Ж': 3};{'Ф': [1, 2, 3], 'Л': [0, 2, 3], 'Т': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 1, 3, 6];[0, 5, 7, 8];{'Ж': 0, 'Л': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'Л': [0, 2], 'Т': [1, 3], 'Ф': [2]};4;1.0;'Ж - - -
4150;"[array([['П', 'Г', 'Ш'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['П', 'Г', 'Ш', 'Д'];[0, 1, 2, 6];grid_13723.png;[3, 5, 7, 8];{'П': 0, 'Г': 1, 'Ш': 2, 'Д': 3};{'П': [1, 2, 3], 'Г': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Г': 0, 'Д': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ш': [2]};4;0.0;'- - - П
1184;"[array([['Ф', 'Х', 'Х'],
       ['Т', 'Х', 'Х'],
       ['М', 'Х', 'Ж']], dtype='<U1')]";['Ф', 'Т', 'М', 'Ж'];[0, 3, 6, 8];grid_4370.png;[1, 2, 5, 7];{'Ф': 0, 'Т': 1, 'М': 2, 'Ж': 3};{'Ф': [1, 2, 3], 'Т': [0, 2, 3], 'М': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 1, 0, 6];[3, 5, 7, 8];{'Ж': 0, 'М': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ф': [2]};3;1.0;1
1526;"[array([['Л', 'Х', 'Х'],
       ['Х', 'Х', 'Г'],
       ['П', 'Ш', 'Х']], dtype='<U1')]";['Л', 'Г', 'П', 'Ш'];[0, 5, 6, 7];grid_9202.png;[1, 2, 3, 8];{'Л': 0, 'Г': 1, 'П': 2, 'Ш': 3};{'Л': [1, 2, 3], 'Г': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 7, 0, 3];[1, 5, 6, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};1;0.0;8
