;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
2078;"[array([['Х', 'К', 'М'],
       ['Х', 'Х', 'Ш'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['К', 'М', 'Ш', 'Д'];[1, 2, 5, 6];grid_10050.png;[0, 3, 7, 8];{'К': 0, 'М': 1, 'Ш': 2, 'Д': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[5, 8, 7, 0];[1, 2, 3, 6];{'Д': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'М': [1, 3], 'Ш': [2]};4;1.0;'- К - -
1772;"[array([['Л', 'Г', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Л', 'Г', 'Ж', 'Ф'];[0, 1, 2, 8];grid_9595.png;[3, 5, 6, 7];{'Л': 0, 'Г': 1, 'Ж': 2, 'Ф': 3};{'Л': [1, 2, 3], 'Г': [0, 2, 3], 'Ж': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};4;0.0;'- Г - -
2289;"[array([['Х', 'М', 'Х'],
       ['П', 'Х', 'К'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['М', 'П', 'К', 'Ш'];[1, 3, 5, 8];grid_10338.png;[0, 2, 6, 7];{'М': 0, 'П': 1, 'К': 2, 'Ш': 3};{'М': [1, 2, 3], 'П': [0, 2, 3], 'К': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 7, 6];[0, 2, 3, 8];{'К': 0, 'М': 1, 'П': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Ш': [2]};1;0.0;6
1788;"[array([['Л', 'Х', 'Г'],
       ['Х', 'Х', 'Ф'],
       ['Х', 'Ж', 'Х']], dtype='<U1')]";['Л', 'Г', 'Ф', 'Ж'];[0, 2, 5, 7];grid_9611.png;[1, 3, 6, 8];{'Л': 0, 'Г': 1, 'Ф': 2, 'Ж': 3};{'Л': [1, 2, 3], 'Г': [0, 2, 3], 'Ф': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 8, 7, 3];[0, 1, 5, 6];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};2;0.0;'- - Ж -
2592;"[array([['К', 'П', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'Ш', 'Д'];[0, 1, 3, 8];grid_10999.png;[2, 5, 6, 7];{'К': 0, 'П': 1, 'Ш': 2, 'Д': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 1, 6];[0, 3, 7, 8];{'Д': 0, 'К': 1, 'П': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'П': [1, 3], 'Ш': [2]};1;0.0;5
3946;"[array([['Ж', 'Г', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Ж', 'Г', 'Ф', 'М'];[0, 1, 2, 6];grid_13443.png;[3, 5, 7, 8];{'Ж': 0, 'Г': 1, 'Ф': 2, 'М': 3};{'Ж': [1, 2, 3], 'Г': [0, 2, 3], 'Ф': [0, 1, 3], 'М': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Г': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};4;0.0;'- Г - -
712;"[array([['К', 'Х', 'Х'],
       ['Х', 'Х', 'П'],
       ['Х', 'Т', 'Ш']], dtype='<U1')]";['К', 'П', 'Т', 'Ш'];[0, 5, 7, 8];grid_2904.png;[1, 2, 3, 6];{'К': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 7, 3, 6];[0, 1, 5, 8];{'К': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;0.0;'- - К -
3950;"[array([['Ф', 'М', 'Х'],
       ['Ж', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Ф', 'М', 'Ж', 'Г'];[0, 1, 3, 6];grid_13447.png;[2, 5, 7, 8];{'Ф': 0, 'М': 1, 'Ж': 2, 'Г': 3};{'Ф': [1, 2, 3], 'М': [0, 2, 3], 'Ж': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'Г': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};3;0.0;8
105;"[array([['Х', 'Л', 'П'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['Л', 'П', 'Ш', 'Т'];[1, 2, 3, 8];grid_1439.png;[0, 5, 6, 7];{'Л': 0, 'П': 1, 'Ш': 2, 'Т': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[5, 8, 1, 6];[0, 2, 3, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};1;0.0;7
2783;"[array([['Х', 'Х', 'Х'],
       ['Ж', 'Х', 'К'],
       ['Ф', 'Д', 'Х']], dtype='<U1')]";['Ж', 'К', 'Ф', 'Д'];[3, 5, 6, 7];grid_11476.png;[0, 1, 2, 8];{'Ж': 0, 'К': 1, 'Ф': 2, 'Д': 3};{'Ж': [1, 2, 3], 'К': [0, 2, 3], 'Ф': [0, 1, 3], 'Д': [0, 1, 2]};[1, 7, 0, 3];[2, 5, 6, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};3;1.0;1
1506;"[array([['Г', 'Л', 'Х'],
       ['Х', 'Х', 'Ш'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Г', 'Л', 'Ш', 'П'];[0, 1, 5, 7];grid_9181.png;[2, 3, 6, 8];{'Г': 0, 'Л': 1, 'Ш': 2, 'П': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ш': [0, 1, 3], 'П': [0, 1, 2]};[2, 5, 7, 3];[0, 1, 6, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};3;1.0;2
1994;"[array([['Ж', 'Х', 'М'],
       ['Х', 'Х', 'Х'],
       ['К', 'Д', 'Х']], dtype='<U1')]";['Ж', 'М', 'К', 'Д'];[0, 2, 6, 7];grid_9963.png;[1, 3, 5, 8];{'Ж': 0, 'М': 1, 'К': 2, 'Д': 3};{'Ж': [1, 2, 3], 'М': [0, 2, 3], 'К': [0, 1, 3], 'Д': [0, 1, 2]};[2, 8, 0, 3];[1, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'М': [1, 2]};2;0.0;'- Д - -
1873;"[array([['Х', 'Г', 'Л'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Ф']], dtype='<U1')]";['Г', 'Л', 'Ш', 'Ф'];[1, 2, 3, 8];grid_9699.png;[0, 5, 6, 7];{'Г': 0, 'Л': 1, 'Ш': 2, 'Ф': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ш': [0, 1, 3], 'Ф': [0, 1, 2]};[5, 8, 1, 6];[0, 2, 3, 7];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'Ф': [3], 'Ш': [2]};4;0.0;'- - Ш -
2185;"[array([['К', 'М', 'Х'],
       ['Х', 'Х', 'П'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['К', 'М', 'П', 'Ж'];[0, 1, 5, 6];grid_10230.png;[2, 3, 7, 8];{'К': 0, 'М': 1, 'П': 2, 'Ж': 3};{'К': [1, 2, 3], 'М': [0, 2, 3], 'П': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Ж': 0, 'К': 1, 'М': 2, 'П': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'П': [1, 2]};3;1.0;7
276;"[array([['Ш', 'Ф', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Л']], dtype='<U1')]";['Ш', 'Ф', 'Т', 'Л'];[0, 1, 2, 8];grid_1895.png;[3, 5, 6, 7];{'Ш': 0, 'Ф': 1, 'Т': 2, 'Л': 3};{'Ш': [1, 2, 3], 'Ф': [0, 2, 3], 'Т': [0, 1, 3], 'Л': [0, 1, 2]};[2, 5, 8, 6];[0, 1, 3, 7];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};1;0.0;5
3294;"[array([['Д', 'Х', 'Х'],
       ['Х', 'Х', 'Г'],
       ['М', 'Ж', 'Х']], dtype='<U1')]";['Д', 'Г', 'М', 'Ж'];[0, 5, 6, 7];grid_12562.png;[1, 2, 3, 8];{'Д': 0, 'Г': 1, 'М': 2, 'Ж': 3};{'Д': [1, 2, 3], 'Г': [0, 2, 3], 'М': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 7, 0, 3];[1, 5, 6, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};0;;
326;"[array([['Х', 'Х', 'Ф'],
       ['Л', 'Х', 'Ш'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ф', 'Л', 'Ш', 'Т'];[2, 3, 5, 7];grid_1947.png;[0, 1, 6, 8];{'Ф': 0, 'Л': 1, 'Ш': 2, 'Т': 3};{'Ф': [1, 2, 3], 'Л': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[8, 1, 7, 3];[0, 2, 5, 6];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};1;0.0;6
2236;"[array([['Х', 'Х', 'Ж'],
       ['Х', 'Х', 'П'],
       ['К', 'Х', 'М']], dtype='<U1')]";['Ж', 'П', 'К', 'М'];[2, 5, 6, 8];grid_10283.png;[0, 1, 3, 7];{'Ж': 0, 'П': 1, 'К': 2, 'М': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'Ж': 0, 'К': 1, 'М': 2, 'П': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'П': [1, 2]};3;1.0;0
320;"[array([['Х', 'Л', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Ф', 'Т']], dtype='<U1')]";['Л', 'Ш', 'Ф', 'Т'];[1, 3, 7, 8];grid_1941.png;[0, 2, 5, 6];{'Л': 0, 'Ш': 1, 'Ф': 2, 'Т': 3};{'Л': [1, 2, 3], 'Ш': [0, 2, 3], 'Ф': [0, 1, 3], 'Т': [0, 1, 2]};[5, 1, 3, 6];[0, 2, 7, 8];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};4;1.0;'- - Ф -
3009;"[array([['Г', 'Х', 'М'],
       ['Д', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Г', 'М', 'Д', 'П'];[0, 2, 3, 7];grid_12268.png;[1, 5, 6, 8];{'Г': 0, 'М': 1, 'Д': 2, 'П': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'П': [0, 1, 2]};[2, 8, 1, 3];[0, 5, 6, 7];{'Г': 0, 'Д': 1, 'М': 2, 'П': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'П': [1, 2]};0;;
305;"[array([['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Л', 'Ф', 'Т']], dtype='<U1')]";['Ш', 'Л', 'Ф', 'Т'];[0, 6, 7, 8];grid_1925.png;[1, 2, 3, 5];{'Ш': 0, 'Л': 1, 'Ф': 2, 'Т': 3};{'Ш': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Т': [0, 1, 2]};[2, 0, 3, 6];[1, 5, 7, 8];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};0;;
3000;"[array([['Д', 'П', 'Х'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'Г']], dtype='<U1')]";['Д', 'П', 'М', 'Г'];[0, 1, 3, 8];grid_12259.png;[2, 5, 6, 7];{'Д': 0, 'П': 1, 'М': 2, 'Г': 3};{'Д': [1, 2, 3], 'П': [0, 2, 3], 'М': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 6];[0, 3, 7, 8];{'Г': 0, 'Д': 1, 'М': 2, 'П': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'П': [1, 2]};0;;
287;"[array([['Ш', 'Х', 'Т'],
       ['Л', 'Х', 'Ф'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'Т', 'Л', 'Ф'];[0, 2, 3, 5];grid_1906.png;[1, 6, 7, 8];{'Ш': 0, 'Т': 1, 'Л': 2, 'Ф': 3};{'Ш': [1, 2, 3], 'Т': [0, 2, 3], 'Л': [0, 1, 3], 'Ф': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};4;1.0;'- - Ф -
3314;"[array([['Х', 'Д', 'Х'],
       ['Х', 'Х', 'Г'],
       ['Ж', 'Х', 'М']], dtype='<U1')]";['Д', 'Г', 'Ж', 'М'];[1, 5, 6, 8];grid_12583.png;[0, 2, 3, 7];{'Д': 0, 'Г': 1, 'Ж': 2, 'М': 3};{'Д': [1, 2, 3], 'Г': [0, 2, 3], 'Ж': [0, 1, 3], 'М': [0, 1, 2]};[5, 7, 0, 6];[1, 2, 3, 8];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};3;0.0;3
1748;"[array([['Х', 'П', 'Х'],
       ['Л', 'Х', 'Х'],
       ['Х', 'Ф', 'Ш']], dtype='<U1')]";['П', 'Л', 'Ф', 'Ш'];[1, 3, 7, 8];grid_9501.png;[0, 2, 5, 6];{'П': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'П': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 1, 3, 6];[0, 2, 7, 8];{'Л': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};1;0.0;2
423;"[array([['Ж', 'Х', 'К'],
       ['М', 'Х', 'Т'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ж', 'К', 'М', 'Т'];[0, 2, 3, 5];grid_2186.png;[1, 6, 7, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};4;1.0;'- - - Т
1751;"[array([['Х', 'Л', 'Х'],
       ['Х', 'Х', 'П'],
       ['Х', 'Ф', 'Ш']], dtype='<U1')]";['Л', 'П', 'Ф', 'Ш'];[1, 5, 7, 8];grid_9504.png;[0, 2, 3, 6];{'Л': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 7, 3, 6];[0, 1, 2, 8];{'Л': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};2;1.0;'- П - -
3266;"[array([['Г', 'М', 'Д'],
       ['Х', 'Х', 'Х'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['Г', 'М', 'Д', 'Ж'];[0, 1, 2, 6];grid_12533.png;[3, 5, 7, 8];{'Г': 0, 'М': 1, 'Д': 2, 'Ж': 3};{'Г': [1, 2, 3], 'М': [0, 2, 3], 'Д': [0, 1, 3], 'Ж': [0, 1, 2]};[2, 5, 8, 0];[1, 3, 6, 7];{'Г': 0, 'Д': 1, 'Ж': 2, 'М': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'М': [1, 2]};3;1.0;2
813;"[array([['Х', 'Х', 'Х'],
       ['Т', 'Х', 'П'],
       ['Х', 'Ф', 'К']], dtype='<U1')]";['Т', 'П', 'Ф', 'К'];[3, 5, 7, 8];grid_3008.png;[0, 1, 2, 6];{'Т': 0, 'П': 1, 'Ф': 2, 'К': 3};{'Т': [1, 2, 3], 'П': [0, 2, 3], 'Ф': [0, 1, 3], 'К': [0, 1, 2]};[1, 7, 3, 6];[0, 2, 5, 8];{'К': 0, 'П': 1, 'Т': 2, 'Ф': 3};{'К': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ф': [2]};0;;
3350;"[array([['Д', 'Х', 'М'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Г']], dtype='<U1')]";['Д', 'М', 'Ш', 'Г'];[0, 2, 3, 8];grid_12619.png;[1, 5, 6, 7];{'Д': 0, 'М': 1, 'Ш': 2, 'Г': 3};{'Д': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Г': [0, 1, 2]};[2, 8, 1, 6];[0, 3, 5, 7];{'Г': 0, 'Д': 1, 'М': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'М': [1, 3], 'Ш': [2]};1;1.0;3
870;"[array([['Х', 'Х', 'Ж'],
       ['Ф', 'Х', 'Т'],
       ['Х', 'К', 'Х']], dtype='<U1')]";['Ж', 'Ф', 'Т', 'К'];[2, 3, 5, 7];grid_3347.png;[0, 1, 6, 8];{'Ж': 0, 'Ф': 1, 'Т': 2, 'К': 3};{'Ж': [1, 2, 3], 'Ф': [0, 2, 3], 'Т': [0, 1, 3], 'К': [0, 1, 2]};[8, 1, 7, 3];[0, 2, 5, 6];{'Ж': 0, 'К': 1, 'Т': 2, 'Ф': 3};{'Ж': [1, 2], 'К': [0, 2], 'Т': [1, 3], 'Ф': [2]};1;0.0;6
1547;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Л', 'Ш']], dtype='<U1')]";['П', 'Г', 'Л', 'Ш'];[1, 5, 7, 8];grid_9224.png;[0, 2, 3, 6];{'П': 0, 'Г': 1, 'Л': 2, 'Ш': 3};{'П': [1, 2, 3], 'Г': [0, 2, 3], 'Л': [0, 1, 3], 'Ш': [0, 1, 2]};[5, 7, 3, 6];[0, 1, 2, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};3;0.0;2
604;"[array([['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'М'],
       ['Т', 'Х', 'К']], dtype='<U1')]";['Ф', 'М', 'Т', 'К'];[2, 5, 6, 8];grid_2373.png;[0, 1, 3, 7];{'Ф': 0, 'М': 1, 'Т': 2, 'К': 3};{'Ф': [1, 2, 3], 'М': [0, 2, 3], 'Т': [0, 1, 3], 'К': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'К': 0, 'М': 1, 'Т': 2, 'Ф': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ф': [2]};1;0.0;1
4148;"[array([['П', 'Ш', 'Г'],
       ['Д', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Ш', 'Г', 'Д'];[0, 1, 2, 3];grid_13721.png;[5, 6, 7, 8];{'П': 0, 'Ш': 1, 'Г': 2, 'Д': 3};{'П': [1, 2, 3], 'Ш': [0, 2, 3], 'Г': [0, 1, 3], 'Д': [0, 1, 2]};[2, 5, 8, 1];[0, 3, 6, 7];{'Г': 0, 'Д': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'П': [1, 3], 'Ш': [2]};1;1.0;2
