;grid;letters;locs;encoding_stim;incorr_locs;corr_letters;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc;task_ind;answer_type;probe_stim
2774;"[array([['Х', 'Х', 'Ф'],
       ['Д', 'Х', 'Ж'],
       ['Х', 'К', 'Х']], dtype='<U1')]";['Ф', 'Д', 'Ж', 'К'];[2, 3, 5, 7];grid_11467.png;[0, 1, 6, 8];{'Ф': 0, 'Д': 1, 'Ж': 2, 'К': 3};{'Ф': [1, 2, 3], 'Д': [0, 2, 3], 'Ж': [0, 1, 3], 'К': [0, 1, 2]};[8, 1, 7, 3];[0, 2, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};0;;
3723;"[array([['Х', 'Ш', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'Г', 'П']], dtype='<U1')]";['Ш', 'М', 'Г', 'П'];[1, 5, 7, 8];grid_13074.png;[0, 2, 3, 6];{'Ш': 0, 'М': 1, 'Г': 2, 'П': 3};{'Ш': [1, 2, 3], 'М': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[5, 7, 3, 6];[0, 1, 2, 8];{'Г': 0, 'М': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'М': [2, 3], 'П': [1, 3], 'Ш': [2]};3;0.0;2
2720;"[array([['Д', 'Ж', 'Ф'],
       ['К', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ж', 'Ф', 'К'];[0, 1, 2, 3];grid_11411.png;[5, 6, 7, 8];{'Д': 0, 'Ж': 1, 'Ф': 2, 'К': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'К': [0, 1, 2]};[2, 5, 8, 1];[0, 3, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'Ф': [2]};4;0.0;'- Д - -
88;"[array([['Ш', 'Х', 'Л'],
       ['Х', 'Х', 'П'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ш', 'Л', 'П', 'Т'];[0, 2, 5, 7];grid_1421.png;[1, 3, 6, 8];{'Ш': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ш': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 7, 3];[0, 1, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};4;0.0;'- Л - -
3528;"[array([['Х', 'Х', 'М'],
       ['Х', 'Х', 'Ф'],
       ['Д', 'Х', 'Ж']], dtype='<U1')]";['М', 'Ф', 'Д', 'Ж'];[2, 5, 6, 8];grid_12873.png;[0, 1, 3, 7];{'М': 0, 'Ф': 1, 'Д': 2, 'Ж': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'Д': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'Д': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};2;1.0;'- - Д -
1526;"[array([['Л', 'Х', 'Х'],
       ['Х', 'Х', 'Г'],
       ['П', 'Ш', 'Х']], dtype='<U1')]";['Л', 'Г', 'П', 'Ш'];[0, 5, 6, 7];grid_9202.png;[1, 2, 3, 8];{'Л': 0, 'Г': 1, 'П': 2, 'Ш': 3};{'Л': [1, 2, 3], 'Г': [0, 2, 3], 'П': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 7, 0, 3];[1, 5, 6, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};3;0.0;6
459;"[array([['Х', 'М', 'Х'],
       ['Х', 'Х', 'К'],
       ['Х', 'Т', 'Ж']], dtype='<U1')]";['М', 'К', 'Т', 'Ж'];[1, 5, 7, 8];grid_2224.png;[0, 2, 3, 6];{'М': 0, 'К': 1, 'Т': 2, 'Ж': 3};{'М': [1, 2, 3], 'К': [0, 2, 3], 'Т': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 7, 3, 6];[0, 1, 2, 8];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};0;;
4646;"[array([['П', 'Х', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Ш', 'Г', 'Х']], dtype='<U1')]";['П', 'Ф', 'Ш', 'Г'];[0, 2, 6, 7];grid_14513.png;[1, 3, 5, 8];{'П': 0, 'Ф': 1, 'Ш': 2, 'Г': 3};{'П': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Г': [0, 1, 2]};[2, 8, 0, 3];[1, 5, 6, 7];{'Г': 0, 'П': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'П': [2, 3], 'Ф': [3], 'Ш': [2]};1;1.0;6
466;"[array([['Х', 'Х', 'К'],
       ['Т', 'Х', 'Х'],
       ['Х', 'М', 'Ж']], dtype='<U1')]";['К', 'Т', 'М', 'Ж'];[2, 3, 7, 8];grid_2231.png;[0, 1, 5, 6];{'К': 0, 'Т': 1, 'М': 2, 'Ж': 3};{'К': [1, 2, 3], 'Т': [0, 2, 3], 'М': [0, 1, 3], 'Ж': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'Ж': 0, 'К': 1, 'М': 2, 'Т': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'Т': [1, 2]};1;1.0;3
1511;"[array([['Г', 'Х', 'Ш'],
       ['П', 'Х', 'Л'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Г', 'Ш', 'П', 'Л'];[0, 2, 3, 5];grid_9186.png;[1, 6, 7, 8];{'Г': 0, 'Ш': 1, 'П': 2, 'Л': 3};{'Г': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'Л': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};1;0.0;1
3526;"[array([['Х', 'Х', 'Ж'],
       ['Д', 'Х', 'Х'],
       ['Х', 'М', 'Ф']], dtype='<U1')]";['Ж', 'Д', 'М', 'Ф'];[2, 3, 7, 8];grid_12871.png;[0, 1, 5, 6];{'Ж': 0, 'Д': 1, 'М': 2, 'Ф': 3};{'Ж': [1, 2, 3], 'Д': [0, 2, 3], 'М': [0, 1, 3], 'Ф': [0, 1, 2]};[8, 1, 3, 6];[0, 2, 5, 7];{'Д': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Д': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};2;0.0;'- - - Ж
1505;"[array([['Л', 'Ш', 'Х'],
       ['Х', 'Х', 'П'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Л', 'Ш', 'П', 'Г'];[0, 1, 5, 6];grid_9180.png;[2, 3, 7, 8];{'Л': 0, 'Ш': 1, 'П': 2, 'Г': 3};{'Л': [1, 2, 3], 'Ш': [0, 2, 3], 'П': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 7, 0];[1, 3, 6, 8];{'Г': 0, 'Л': 1, 'П': 2, 'Ш': 3};{'Г': [1], 'Л': [0, 2], 'П': [1, 3], 'Ш': [2]};1;0.0;8
611;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'М'],
       ['Ф', 'К', 'Т']], dtype='<U1')]";['М', 'Ф', 'К', 'Т'];[5, 6, 7, 8];grid_2380.png;[0, 1, 2, 3];{'М': 0, 'Ф': 1, 'К': 2, 'Т': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'К': [0, 1, 3], 'Т': [0, 1, 2]};[7, 0, 3, 6];[1, 2, 5, 8];{'К': 0, 'М': 1, 'Т': 2, 'Ф': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ф': [2]};4;1.0;'К - - -
1443;"[array([['Г', 'Х', 'Ж'],
       ['Л', 'Х', 'П'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Г', 'Ж', 'Л', 'П'];[0, 2, 3, 5];grid_9116.png;[1, 6, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1, 2, 3], 'Ж': [0, 2, 3], 'Л': [0, 1, 3], 'П': [0, 1, 2]};[2, 8, 1, 7];[0, 3, 5, 6];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};3;0.0;6
3595;"[array([['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'М'],
       ['Ш', 'Д', 'Х']], dtype='<U1')]";['Ф', 'М', 'Ш', 'Д'];[2, 5, 6, 7];grid_12942.png;[0, 1, 3, 8];{'Ф': 0, 'М': 1, 'Ш': 2, 'Д': 3};{'Ф': [1, 2, 3], 'М': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[8, 7, 0, 3];[1, 2, 5, 6];{'Д': 0, 'М': 1, 'Ф': 2, 'Ш': 3};{'Д': [1], 'М': [2, 3], 'Ф': [3], 'Ш': [2]};2;1.0;'- М - -
1434;"[array([['Ж', 'Л', 'Х'],
       ['Г', 'Х', 'Х'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['Ж', 'Л', 'Г', 'П'];[0, 1, 3, 6];grid_9107.png;[2, 5, 7, 8];{'Ж': 0, 'Л': 1, 'Г': 2, 'П': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'Г': [0, 1, 3], 'П': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'П': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'П': [1, 2]};3;1.0;0
531;"[array([['Х', 'Х', 'Т'],
       ['К', 'Х', 'М'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['Т', 'К', 'М', 'Ш'];[2, 3, 5, 8];grid_2298.png;[0, 1, 6, 7];{'Т': 0, 'К': 1, 'М': 2, 'Ш': 3};{'Т': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'Ш': [0, 1, 2]};[8, 1, 7, 6];[0, 2, 3, 5];{'К': 0, 'М': 1, 'Т': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
4459;"[array([['Х', 'Д', 'Ж'],
       ['Х', 'Х', 'Г'],
       ['Х', 'Ф', 'Х']], dtype='<U1')]";['Д', 'Ж', 'Г', 'Ф'];[1, 2, 5, 7];grid_14181.png;[0, 3, 6, 8];{'Д': 0, 'Ж': 1, 'Г': 2, 'Ф': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'Г': [0, 1, 3], 'Ф': [0, 1, 2]};[5, 8, 7, 3];[0, 1, 2, 6];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};3;1.0;3
2292;"[array([['Х', 'М', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Х', 'К', 'П']], dtype='<U1')]";['М', 'Ш', 'К', 'П'];[1, 3, 7, 8];grid_10341.png;[0, 2, 5, 6];{'М': 0, 'Ш': 1, 'К': 2, 'П': 3};{'М': [1, 2, 3], 'Ш': [0, 2, 3], 'К': [0, 1, 3], 'П': [0, 1, 2]};[5, 1, 3, 6];[0, 2, 7, 8];{'К': 0, 'М': 1, 'П': 2, 'Ш': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Ш': [2]};4;1.0;'- - П -
4476;"[array([['Х', 'Х', 'Г'],
       ['Ж', 'Х', 'Х'],
       ['Ф', 'Д', 'Х']], dtype='<U1')]";['Г', 'Ж', 'Ф', 'Д'];[2, 3, 6, 7];grid_14199.png;[0, 1, 5, 8];{'Г': 0, 'Ж': 1, 'Ф': 2, 'Д': 3};{'Г': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Д': [0, 1, 2]};[8, 1, 0, 3];[2, 5, 6, 7];{'Г': 0, 'Д': 1, 'Ж': 2, 'Ф': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'Ф': [2]};1;1.0;7
87;"[array([['П', 'Х', 'Ш'],
       ['Х', 'Х', 'Л'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['П', 'Ш', 'Л', 'Т'];[0, 2, 5, 6];grid_1420.png;[1, 3, 7, 8];{'П': 0, 'Ш': 1, 'Л': 2, 'Т': 3};{'П': [1, 2, 3], 'Ш': [0, 2, 3], 'Л': [0, 1, 3], 'Т': [0, 1, 2]};[2, 8, 7, 0];[1, 3, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2], 'П': [2, 3], 'Т': [1, 3], 'Ш': [2]};0;;
3979;"[array([['Х', 'Ф', 'Ж'],
       ['М', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Ф', 'Ж', 'М', 'Г'];[1, 2, 3, 6];grid_13477.png;[0, 5, 7, 8];{'Ф': 0, 'Ж': 1, 'М': 2, 'Г': 3};{'Ф': [1, 2, 3], 'Ж': [0, 2, 3], 'М': [0, 1, 3], 'Г': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Г': 0, 'Ж': 1, 'М': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'М': [1, 3], 'Ф': [2]};3;1.0;0
2587;"[array([['К', 'П', 'Д'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ш', 'Х']], dtype='<U1')]";['К', 'П', 'Д', 'Ш'];[0, 1, 2, 7];grid_10994.png;[3, 5, 6, 8];{'К': 0, 'П': 1, 'Д': 2, 'Ш': 3};{'К': [1, 2, 3], 'П': [0, 2, 3], 'Д': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 8, 3];[0, 1, 6, 7];{'Д': 0, 'К': 1, 'П': 2, 'Ш': 3};{'Д': [1], 'К': [0, 2], 'П': [1, 3], 'Ш': [2]};1;1.0;2
1774;"[array([['Л', 'Ж', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Г', 'Х', 'Х']], dtype='<U1')]";['Л', 'Ж', 'Ф', 'Г'];[0, 1, 3, 6];grid_9597.png;[2, 5, 7, 8];{'Л': 0, 'Ж': 1, 'Ф': 2, 'Г': 3};{'Л': [1, 2, 3], 'Ж': [0, 2, 3], 'Ф': [0, 1, 3], 'Г': [0, 1, 2]};[2, 5, 1, 0];[3, 6, 7, 8];{'Г': 0, 'Ж': 1, 'Л': 2, 'Ф': 3};{'Г': [1], 'Ж': [0, 2], 'Л': [0, 1], 'Ф': [2]};1;0.0;5
361;"[array([['Т', 'Х', 'П'],
       ['Х', 'Х', 'М'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['Т', 'П', 'М', 'К'];[0, 2, 5, 8];grid_2052.png;[1, 3, 6, 7];{'Т': 0, 'П': 1, 'М': 2, 'К': 3};{'Т': [1, 2, 3], 'П': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[2, 8, 7, 6];[0, 1, 3, 5];{'К': 0, 'М': 1, 'П': 2, 'Т': 3};{'К': [1, 2], 'М': [2, 3], 'П': [1, 3], 'Т': [1, 2]};4;0.0;'- - М -
4515;"[array([['Г', 'Х', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Ш', 'Д', 'Х']], dtype='<U1')]";['Г', 'Ф', 'Ш', 'Д'];[0, 3, 6, 7];grid_14239.png;[1, 2, 5, 8];{'Г': 0, 'Ф': 1, 'Ш': 2, 'Д': 3};{'Г': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Д': [0, 1, 2]};[2, 1, 0, 3];[5, 6, 7, 8];{'Г': 0, 'Д': 1, 'Ф': 2, 'Ш': 3};{'Г': [1], 'Д': [0], 'Ф': [3], 'Ш': [2]};1;0.0;5
2181;"[array([['П', 'Ж', 'Х'],
       ['М', 'Х', 'К'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Ж', 'М', 'К'];[0, 1, 3, 5];grid_10226.png;[2, 6, 7, 8];{'П': 0, 'Ж': 1, 'М': 2, 'К': 3};{'П': [1, 2, 3], 'Ж': [0, 2, 3], 'М': [0, 1, 3], 'К': [0, 1, 2]};[2, 5, 1, 7];[0, 3, 6, 8];{'Ж': 0, 'К': 1, 'М': 2, 'П': 3};{'Ж': [1, 2], 'К': [0, 2], 'М': [1, 3], 'П': [1, 2]};1;0.0;2
332;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Ф'],
       ['Ш', 'Х', 'Л']], dtype='<U1')]";['Т', 'Ф', 'Ш', 'Л'];[2, 5, 6, 8];grid_1953.png;[0, 1, 3, 7];{'Т': 0, 'Ф': 1, 'Ш': 2, 'Л': 3};{'Т': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Л': [0, 1, 2]};[8, 7, 0, 6];[1, 2, 3, 5];{'Л': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'Л': [1, 2], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};2;0.0;'- - - Ф
4115;"[array([['Х', 'Д', 'П'],
       ['Г', 'Х', 'Х'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['Д', 'П', 'Г', 'Ж'];[1, 2, 3, 6];grid_13687.png;[0, 5, 7, 8];{'Д': 0, 'П': 1, 'Г': 2, 'Ж': 3};{'Д': [1, 2, 3], 'П': [0, 2, 3], 'Г': [0, 1, 3], 'Ж': [0, 1, 2]};[5, 8, 1, 0];[2, 3, 6, 7];{'Г': 0, 'Д': 1, 'Ж': 2, 'П': 3};{'Г': [1], 'Д': [0], 'Ж': [0, 1], 'П': [1, 2]};3;1.0;5
1255;"[array([['М', 'Х', 'Х'],
       ['Х', 'Х', 'Ф'],
       ['Ш', 'Х', 'Т']], dtype='<U1')]";['М', 'Ф', 'Ш', 'Т'];[0, 5, 6, 8];grid_4443.png;[1, 2, 3, 7];{'М': 0, 'Ф': 1, 'Ш': 2, 'Т': 3};{'М': [1, 2, 3], 'Ф': [0, 2, 3], 'Ш': [0, 1, 3], 'Т': [0, 1, 2]};[2, 7, 0, 6];[1, 3, 5, 8];{'М': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'М': [1, 2, 3], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};3;0.0;3
2558;"[array([['Х', 'Ж', 'П'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Х', 'К']], dtype='<U1')]";['Ж', 'П', 'Д', 'К'];[1, 2, 6, 8];grid_10964.png;[0, 3, 5, 7];{'Ж': 0, 'П': 1, 'Д': 2, 'К': 3};{'Ж': [1, 2, 3], 'П': [0, 2, 3], 'Д': [0, 1, 3], 'К': [0, 1, 2]};[5, 8, 0, 6];[1, 2, 3, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'П': 3};{'Д': [1], 'Ж': [0, 2], 'К': [0, 1], 'П': [1, 2]};1;0.0;3
1232;"[array([['М', 'Т', 'Х'],
       ['Ф', 'Х', 'Х'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['М', 'Т', 'Ф', 'Ш'];[0, 1, 3, 8];grid_4419.png;[2, 5, 6, 7];{'М': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'М': [1, 2, 3], 'Т': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]};[2, 5, 1, 6];[0, 3, 7, 8];{'М': 0, 'Т': 1, 'Ф': 2, 'Ш': 3};{'М': [1, 2, 3], 'Т': [2, 3], 'Ф': [3], 'Ш': [2]};3;0.0;3
